date,justification,ai_recommendation,final_weights
2018-05-31,"I selected ETFs with the strongest combined momentum and breakout quality signals, focusing on high momentum, breakout_quality_score, and smart_momentum_adx_r2 values to maximize short-term upside potential. XMMO.P, IJT.O, and VBK.P showed exceptional scores across these key factors, while XLK.P and XLE.P provided additional diversification with solid momentum and trend strength.","{'XMMO.P': 0.35, 'IJT.O': 0.25, 'VBK.P': 0.2, 'XLK.P': 0.1, 'XLE.P': 0.1}","{'XMMO.P': 0.35, 'IJT.O': 0.25, 'VBK.P': 0.2, 'XLK.P': 0.1, 'XLE.P': 0.1}"
2018-06-29,"I selected ETFs with the highest combined factor scores, focusing on strong momentum, breakout quality, and smart momentum. XRT.P and XMMO.P show exceptional momentum and breakout quality, while IJT.O and VBK.P have high smart momentum and breakout scores, and XLY.P adds strong momentum and breakout quality.","{'XRT.P': 0.25, 'XMMO.P': 0.25, 'IJT.O': 0.2, 'VBK.P': 0.15, 'XLY.P': 0.15}","{'XRT.P': 0.25, 'XMMO.P': 0.25, 'IJT.O': 0.2, 'VBK.P': 0.15, 'XLY.P': 0.15}"
2018-07-31,"I selected ETFs with strong momentum, breakout quality, and ADX-weighted momentum signals, focusing on XLY.P for its highest momentum and solid breakout score, IJT.O for its high momentum and breakout quality, IBB.O for its strong ADX-weighted momentum and breakout score, and SPYG.P for its high breakout quality and positive momentum. These selections aim to maximize short-term gains based on the provided factors.","{'XLY.P': 0.3, 'IJT.O': 0.25, 'IBB.O': 0.25, 'SPYG.P': 0.2}","{'XLY.P': 0.3, 'IJT.O': 0.25, 'IBB.O': 0.25, 'SPYG.P': 0.2}"
2018-08-31,"I selected ETFs with the highest combined factor scores, focusing on strong momentum, breakout quality, and ADX-weighted momentum to maximize short-term upside potential. XMMO.P, IJT.O, and VBK.P exhibited exceptional values across key factors, while XLY.P and SPYG.P also showed robust signals, leading to a concentrated portfolio in these top performers.","{'XMMO.P': 0.35, 'IJT.O': 0.25, 'VBK.P': 0.2, 'XLY.P': 0.1, 'SPYG.P': 0.1}","{'XMMO.P': 0.35, 'IJT.O': 0.25, 'VBK.P': 0.2, 'XLY.P': 0.1, 'SPYG.P': 0.1}"
2018-09-28,"I selected ETFs with strong momentum, high breakout quality scores, and positive smart momentum ADX R2 values, which indicate robust upward trends and stability. XMMO.P has the highest momentum and solid breakout quality, IJT.O shows strong momentum and good smart momentum, XLY.P combines high momentum with a strong breakout score, VONG.O has excellent breakout quality and good momentum, and XLV.P features the highest smart momentum ADX R2 and strong breakout quality, making them top candidates for maximizing short-term PnL.","{'XMMO.P': 0.25, 'IJT.O': 0.2, 'XLY.P': 0.2, 'VONG.O': 0.2, 'XLV.P': 0.15}","{'XMMO.P': 0.25, 'IJT.O': 0.2, 'XLY.P': 0.2, 'VONG.O': 0.2, 'XLV.P': 0.15}"
2018-10-31,"I selected XLU.P and XLP.P due to their strong momentum, positive breakout_quality_score, and positive eric_adx_weighted_momentum, indicating high upward potential with stability. PPH.O was included for its high momentum and smart_momentum_adx_r2, while XRT.P added diversification with strong momentum. Weights were assigned based on the strength of these factors, with XLU.P receiving the highest weight for its exceptional performance.","{'XLU.P': 0.35, 'XLP.P': 0.25, 'PPH.O': 0.2, 'XRT.P': 0.15, 'XLV.P': 0.05}","{'XLU.P': 0.35, 'XLP.P': 0.25, 'PPH.O': 0.2, 'XRT.P': 0.15, 'XLV.P': 0.05}"
2018-11-30,"I selected XLV.P, PPH.O, and XLP.P based on their strong momentum (0.172, 0.125, 0.091 respectively), high breakout_quality_score (7.706, 5.066, 3.846), and positive smart_momentum_adx_r2 (0.018, 0.003, 0.013), indicating robust upward potential and stability. XLV.P receives the highest weight due to its exceptional momentum and breakout quality, while PPH.O and XLP.P are included for their solid performance across multiple factors.","{'XLV.P': 0.5, 'PPH.O': 0.3, 'XLP.P': 0.2}","{'XLV.P': 0.5, 'PPH.O': 0.3, 'XLP.P': 0.2}"
2018-12-31,"The portfolio is constructed by selecting ETFs with the highest positive momentum and smart_momentum_adx_r2 values, specifically XLU.P, XLV.P, and MINT.P, as these indicate strong recent performance and trend stability, which are key for maximizing short-term PnL. Weights are allocated based on the magnitude of these positive signals, with XLU.P receiving the highest weight due to its superior momentum and stability scores.","{'XLU.P': 0.5, 'XLV.P': 0.3, 'MINT.P': 0.2}","{'XLU.P': 0.5, 'XLV.P': 0.3, 'MINT.P': 0.2}"
2019-01-31,"I selected ETFs with the highest breakout_quality_score and positive momentum, as these factors indicate strong upward potential and quality breakouts. MINT.P, XLV.P, and XLP.P show the best combination of these factors, with MINT.P having the highest breakout_quality_score and positive momentum, XLV.P with high momentum, and XLP.P with solid momentum and breakout quality.","{'MINT.P': 0.4, 'XLV.P': 0.35, 'XLP.P': 0.25}","{'MINT.P': 0.4, 'XLV.P': 0.35, 'XLP.P': 0.25}"
2019-02-28,我选择了XMMO.P、XLU.P、XLI.P、VOT.P和VBK.P这五支ETF，因为它们展现出最强的综合因子表现：XMMO.P在momentum(0.133)、breakout_quality_score(8.125)和eric_adx_weighted_momentum(0.023)上均领先，表明强劲的上涨潜力和趋势质量；XLU.P的momentum(0.117)和smart_momentum_adx_r2(0.018)突出，显示稳定动量；XLI.P的breakout_quality_score(5.124)和eric_adx_weighted_momentum(0.019)较高，支持其突破潜力；VOT.P和VBK.P在eric_adx_weighted_momentum(分别为0.014和0.017)上表现优异，增强组合多样性。权重分配基于因子强度，XMMO.P最高以最大化收益。,"{'XMMO.P': 0.35, 'XLU.P': 0.25, 'XLI.P': 0.2, 'VOT.P': 0.1, 'VBK.P': 0.1}","{'XMMO.P': 0.35, 'XLU.P': 0.25, 'XLI.P': 0.2, 'VOT.P': 0.1, 'VBK.P': 0.1}"
2019-03-29,"I selected ETFs with strong positive momentum, high breakout quality scores, and favorable ADX-weighted momentum to maximize short-term upside potential. XLU.P and XLP.P show exceptional momentum and stability, while XLK.P and XMMO.P offer solid growth signals, with VOT.P included for diversification and positive factor alignment.","{'XLU.P': 0.35, 'XLP.P': 0.25, 'XLK.P': 0.2, 'XMMO.P': 0.1, 'VOT.P': 0.1}","{'XLU.P': 0.35, 'XLP.P': 0.25, 'XLK.P': 0.2, 'XMMO.P': 0.1, 'VOT.P': 0.1}"
2019-04-30,"I selected ETFs with the highest momentum, breakout_quality_score, eric_adx_weighted_momentum, and smart_momentum_adx_r2 values, as these factors indicate strong upward potential and trend stability. XLK.P, QQQ.O, and XLY.P showed the best overall scores, with XLK.P having the highest momentum and smart_momentum_adx_r2, justifying the highest weight.","{'XLK.P': 0.45, 'QQQ.O': 0.35, 'XLY.P': 0.2}","{'XLK.P': 0.45, 'QQQ.O': 0.35, 'XLY.P': 0.2}"
2019-05-31,"I selected ETFs with the highest positive momentum and breakout_quality_score, as these factors indicate strong upward price trends and quality breakouts. MINT.P and XLU.P show the best combination of positive momentum and breakout quality, with MINT.P having the highest breakout_quality_score and positive momentum, and XLU.P having the highest momentum among all ETFs, making them the top choices for maximizing short-term PnL.","{'MINT.P': 0.6, 'XLU.P': 0.4}","{'MINT.P': 0.6, 'XLU.P': 0.4}"
2019-06-28,"I selected XLB.P, XLY.P, XHB.P, and VOT.P based on their strong momentum, breakout quality, and ADX-weighted momentum scores, which indicate high short-term growth potential. XLB.P and XLY.P received higher weights due to superior overall factor performance, while XHB.P and VOT.P provide diversification with solid momentum signals.","{'XLB.P': 0.35, 'XLY.P': 0.3, 'XHB.P': 0.2, 'VOT.P': 0.15}","{'XLB.P': 0.35, 'XLY.P': 0.3, 'XHB.P': 0.2, 'VOT.P': 0.15}"
2019-07-31,"I selected ETFs with the highest combined factor scores, focusing on strong momentum, breakout quality, and smart momentum signals. XLK.P, VUG.P, and VOT.P exhibit exceptional momentum and breakout quality, while XLP.P and VONG.O provide additional diversification with solid factor performance.","{'XLK.P': 0.3, 'VUG.P': 0.25, 'VOT.P': 0.2, 'XLP.P': 0.15, 'VONG.O': 0.1}","{'XLK.P': 0.3, 'VUG.P': 0.25, 'VOT.P': 0.2, 'XLP.P': 0.15, 'VONG.O': 0.1}"
2019-08-30,"I selected ETFs with the highest momentum and positive breakout_quality_score, as these factors indicate strong upward price trends and quality breakouts. MINT.P has the highest breakout_quality_score and positive momentum, while XLU.P and PFF.O show strong breakout scores and momentum, making them top choices for maximizing short-term PnL.","{'MINT.P': 0.4, 'XLU.P': 0.35, 'PFF.O': 0.25}","{'MINT.P': 0.4, 'XLU.P': 0.35, 'PFF.O': 0.25}"
2019-09-30,"I selected ETFs with strong momentum and breakout quality scores, focusing on XLK.P for its highest momentum and solid breakout score, XLU.P for its high momentum and strong ADX-weighted momentum, XHB.P for its exceptional momentum and positive smart momentum, and XLF.P for its high breakout quality and ADX-weighted momentum. These selections aim to maximize short-term gains based on their robust factor profiles.","{'XLK.P': 0.35, 'XLU.P': 0.25, 'XHB.P': 0.2, 'XLF.P': 0.2}","{'XLK.P': 0.35, 'XLU.P': 0.25, 'XHB.P': 0.2, 'XLF.P': 0.2}"
2019-10-31,"I selected XHB.P and XLK.P due to their exceptionally high momentum values (0.180 and 0.190 respectively), strong breakout_quality_scores (3.378 and 2.398), and positive eric_adx_weighted_momentum (0.007 and 0.003), indicating robust upward trends and quality signals for short-term gains. Higher weights were assigned to XHB.P for its superior momentum and breakout score, while XLK.P's solid performance supports a balanced allocation.","{'XHB.P': 0.6, 'XLK.P': 0.4}","{'XHB.P': 0.6, 'XLK.P': 0.4}"
2019-11-29,"I selected XLF.P, XLK.P, and XHB.P based on their strong momentum, breakout quality, and smart momentum scores, which indicate high short-term growth potential. XLF.P has the highest momentum and strong breakout quality, XLK.P shows excellent momentum and smart momentum, and XHB.P, despite lower breakout quality, has high momentum and is already in the current portfolio, suggesting confidence in its continued performance. Weights are allocated to maximize exposure to these top performers.","{'XLF.P': 0.45, 'XLK.P': 0.35, 'XHB.P': 0.2}","{'XLF.P': 0.45, 'XLK.P': 0.35, 'XHB.P': 0.2}"
2019-12-31,"I selected XLK.P, XLV.P, and SPYV.P based on their strong momentum, breakout quality, and smart momentum scores, which indicate high short-term growth potential. XLK.P has the highest momentum and smart momentum, XLV.P shows strong ADX-weighted momentum and breakout quality, and SPYV.P combines high momentum with excellent smart momentum, justifying their respective weights.","{'XLK.P': 0.45, 'XLV.P': 0.35, 'SPYV.P': 0.2}","{'XLK.P': 0.45, 'XLV.P': 0.35, 'SPYV.P': 0.2}"
2020-01-31,"I selected ETFs with the highest combined scores in momentum, breakout_quality_score, eric_adx_weighted_momentum, and smart_momentum_adx_r2, as these factors indicate strong upward potential and trend stability. XLK.P shows exceptional momentum and breakout quality, XLU.P has high breakout quality and ADX-weighted momentum, VUG.P demonstrates strong momentum and breakout scores, QQQ.O offers high momentum and smart momentum, and XHB.P has solid momentum and breakout quality, leading to a diversified portfolio focused on growth sectors.","{'XLK.P': 0.25, 'XLU.P': 0.2, 'VUG.P': 0.2, 'QQQ.O': 0.2, 'XHB.P': 0.15}","{'XLK.P': 0.25, 'XLU.P': 0.2, 'VUG.P': 0.2, 'QQQ.O': 0.2, 'XHB.P': 0.15}"
2020-02-28,"I selected XLK.P and QQQ.O due to their exceptionally high momentum (0.131 and 0.107) and smart_momentum_adx_r2 (0.111 and 0.101) values, indicating strong upward potential, with XLK.P receiving a higher weight for its superior momentum. I included VUG.P for its solid momentum (0.085) and breakout_quality_score, and XLU.P for its high momentum (0.100) and positive eric_tail_skew, providing diversification. XHB.P was added for its good momentum (0.069) and breakout_quality_score, but with a lower weight due to slightly weaker signals compared to others.","{'XLK.P': 0.35, 'QQQ.O': 0.3, 'VUG.P': 0.15, 'XLU.P': 0.1, 'XHB.P': 0.1}","{'XLK.P': 0.35, 'QQQ.O': 0.3, 'VUG.P': 0.15, 'XLU.P': 0.1, 'XHB.P': 0.1}"
2020-03-31,"I selected ETFs with the highest positive momentum and smart_momentum_adx_r2 values, as these factors indicate strong recent performance and trend stability, which are key for maximizing short-term PnL. IBB.O and XLK.P showed the best overall scores, with IBB.O having the highest momentum and XLK.P a positive momentum, leading to higher weight allocations.","{'IBB.O': 0.5, 'XLK.P': 0.3, 'XLV.P': 0.2}","{'IBB.O': 0.5, 'XLK.P': 0.3, 'XLV.P': 0.2}"
2020-04-30,"The portfolio is concentrated on IBB.O and XLV.P due to their strong momentum (0.225 and 0.138 respectively) and high breakout_quality_score (6.098 and 5.360), indicating robust upward potential, while avoiding assets with negative momentum or weak signals to maximize short-term PnL.","{'IBB.O': 0.6, 'XLV.P': 0.4}","{'IBB.O': 0.6, 'XLV.P': 0.4}"
2020-05-29,"I selected ETFs with the highest combined factor scores, focusing on strong momentum, breakout quality, and ADX-weighted momentum to maximize short-term upside potential. VBK.P, XMMO.P, VONG.O, and VOT.P exhibited the most robust signals across these key factors, while IBB.O was included for its exceptional momentum score despite mixed other factors.","{'VBK.P': 0.3, 'XMMO.P': 0.25, 'VONG.O': 0.2, 'VOT.P': 0.15, 'IBB.O': 0.1}","{'VBK.P': 0.3, 'XMMO.P': 0.25, 'VONG.O': 0.2, 'VOT.P': 0.15, 'IBB.O': 0.1}"
2020-06-30,"I selected QQQ.O, XLK.P, and SMH.O based on their strong momentum, breakout_quality_score, and smart_momentum_adx_r2 values, indicating high short-term growth potential. QQQ.O and XLK.P received higher weights due to superior overall factor scores, while SMH.O was included for diversification with solid momentum signals.","{'QQQ.O': 0.45, 'XLK.P': 0.35, 'SMH.O': 0.2}","{'QQQ.O': 0.45, 'XLK.P': 0.35, 'SMH.O': 0.2}"
2020-07-31,"I selected ETFs with strong momentum and breakout quality scores, focusing on QQQ.O for its high momentum and smart momentum, VONG.O for its excellent breakout quality and positive tail skew, XHB.P for its outstanding breakout quality and ADX-weighted momentum, and XLY.P for its solid momentum and breakout quality. These factors indicate high short-term upside potential.","{'QQQ.O': 0.35, 'VONG.O': 0.25, 'XHB.P': 0.25, 'XLY.P': 0.15}","{'QQQ.O': 0.35, 'VONG.O': 0.25, 'XHB.P': 0.25, 'XLY.P': 0.15}"
2020-08-31,"I selected ETFs with the highest combined momentum and breakout quality scores, focusing on strong positive trends and stability. QQQ.O, VUG.P, and XLK.P exhibit the highest momentum and breakout quality, while IUSG.O and VONG.O also show robust signals, leading to a concentrated portfolio in growth-oriented assets.","{'QQQ.O': 0.25, 'VUG.P': 0.25, 'XLK.P': 0.2, 'IUSG.O': 0.15, 'VONG.O': 0.15}","{'QQQ.O': 0.25, 'VUG.P': 0.25, 'XLK.P': 0.2, 'IUSG.O': 0.15, 'VONG.O': 0.15}"
2020-09-30,"I selected ETFs with the highest momentum and breakout_quality_score, as these factors indicate strong recent performance and potential for continued upward movement. IBB.O has the highest breakout_quality_score (0.881) and solid momentum (0.167), while SMH.O shows strong momentum (0.222) and breakout_quality_score (0.379), making them top picks for maximizing short-term PnL. QQQ.O and XLK.P also exhibit high momentum and smart_momentum_adx_r2, supporting their inclusion with moderate weights to diversify the portfolio.","{'IBB.O': 0.35, 'SMH.O': 0.3, 'QQQ.O': 0.2, 'XLK.P': 0.15}","{'IBB.O': 0.35, 'SMH.O': 0.3, 'QQQ.O': 0.2, 'XLK.P': 0.15}"
2020-10-30,"The portfolio is constructed by selecting ETFs with the highest combined factor scores, focusing on strong momentum, breakout quality, and smart momentum signals. XRT.P, XLU.P, and XMMO.P exhibit exceptional breakout_quality_score and positive momentum, while VBK.P and SMH.O show robust smart_momentum_adx_r2 and momentum, indicating high short-term upside potential.","{'XRT.P': 0.25, 'XLU.P': 0.25, 'XMMO.P': 0.2, 'VBK.P': 0.15, 'SMH.O': 0.15}","{'XRT.P': 0.25, 'XLU.P': 0.25, 'XMMO.P': 0.2, 'VBK.P': 0.15, 'SMH.O': 0.15}"
2020-11-30,"The portfolio is constructed by selecting ETFs with the highest combined scores in momentum, breakout_quality_score, eric_adx_weighted_momentum, and smart_momentum_adx_r2, which indicate strong upward potential and trend stability. XRT.P, SMH.O, XLE.P, IJS.P, and VBK.P exhibit the most favorable factor values for maximizing short-term PnL, with weights allocated based on their relative strength in these key metrics.","{'XRT.P': 0.25, 'SMH.O': 0.25, 'XLE.P': 0.2, 'IJS.P': 0.15, 'VBK.P': 0.15}","{'XRT.P': 0.25, 'SMH.O': 0.25, 'XLE.P': 0.2, 'IJS.P': 0.15, 'VBK.P': 0.15}"
2020-12-31,"I selected ETFs with the highest momentum and breakout_quality_score, as these factors indicate strong upward price trends and quality of breakouts, which are key for maximizing short-term PnL. VBK.P, VTWO.O, and XRT.P show exceptional values in these areas, while IJT.O and XMMO.P provide additional diversification with solid momentum and breakout scores.","{'VBK.P': 0.25, 'VTWO.O': 0.25, 'XRT.P': 0.2, 'IJT.O': 0.15, 'XMMO.P': 0.15}","{'VBK.P': 0.25, 'VTWO.O': 0.25, 'XRT.P': 0.2, 'IJT.O': 0.15, 'XMMO.P': 0.15}"
2021-01-29,"I selected XRT.P, IJT.O, VTWO.O, IJS.P, and SMH.O based on their strong combined factor scores, particularly high momentum, breakout_quality_score, and smart_momentum_adx_r2, which indicate robust short-term growth potential. XRT.P received the highest weight due to its exceptional momentum and breakout quality, while the others were weighted to balance confidence across multiple high-performing ETFs.","{'XRT.P': 0.35, 'IJT.O': 0.25, 'VTWO.O': 0.15, 'IJS.P': 0.15, 'SMH.O': 0.1}","{'XRT.P': 0.35, 'IJT.O': 0.25, 'VTWO.O': 0.15, 'IJS.P': 0.15, 'SMH.O': 0.1}"
2021-02-26,"I selected ETFs with the highest combined factor scores, focusing on strong momentum, breakout quality, and smart momentum signals. IJS.P, XLE.P, and XLF.P exhibit exceptional values in these key factors, indicating high short-term upside potential, while VTWO.O and XRT.P provide additional diversification with solid momentum and breakout scores.","{'IJS.P': 0.3, 'XLE.P': 0.25, 'XLF.P': 0.2, 'VTWO.O': 0.15, 'XRT.P': 0.1}","{'IJS.P': 0.3, 'XLE.P': 0.25, 'XLF.P': 0.2, 'VTWO.O': 0.15, 'XRT.P': 0.1}"
2021-03-31,"I selected ETFs with the highest combined factor scores, focusing on strong momentum, breakout quality, and smart momentum signals. IJS.P and DVY.O showed exceptional smart_momentum_adx_r2 and breakout_quality_score, while VBR.P and XRT.P had high momentum and positive eric_adx_weighted_momentum, indicating strong upward potential. Weights were allocated proportionally to their factor strengths to maximize PnL.","{'IJS.P': 0.3, 'DVY.O': 0.25, 'VBR.P': 0.2, 'XRT.P': 0.15, 'XLI.P': 0.1}","{'IJS.P': 0.3, 'DVY.O': 0.25, 'VBR.P': 0.2, 'XRT.P': 0.15, 'XLI.P': 0.1}"
2021-04-30,"I selected ETFs with strong momentum, high breakout quality scores, and positive ADX-weighted momentum to maximize short-term gains. XRT.P has the highest momentum and ADX-weighted momentum, XHB.P shows excellent breakout quality and smart momentum, XLF.P combines strong momentum with high ADX-weighted momentum, IJJ.P offers robust momentum and breakout quality, and VBR.P provides solid momentum and breakout quality for diversification.","{'XRT.P': 0.25, 'XHB.P': 0.25, 'XLF.P': 0.2, 'IJJ.P': 0.15, 'VBR.P': 0.15}","{'XRT.P': 0.25, 'XHB.P': 0.25, 'XLF.P': 0.2, 'IJJ.P': 0.15, 'VBR.P': 0.15}"
2021-05-28,"I selected ETFs with strong momentum, high breakout quality scores, and positive ADX-weighted momentum to maximize short-term gains. XLF.P, XLB.P, and PPH.O show exceptional breakout quality and momentum, while VTV.P and XLE.P provide additional diversification with solid factor scores.","{'XLF.P': 0.3, 'XLB.P': 0.25, 'PPH.O': 0.2, 'VTV.P': 0.15, 'XLE.P': 0.1}","{'XLF.P': 0.3, 'XLB.P': 0.25, 'PPH.O': 0.2, 'VTV.P': 0.15, 'XLE.P': 0.1}"
2021-06-30,"I selected ETFs with strong momentum and breakout quality scores, focusing on SPYG.P for its high breakout_quality_score and positive momentum, IBB.O for its strong eric_adx_weighted_momentum and breakout_quality_score, and XLE.P for its exceptional momentum, with weights allocated based on their relative factor strengths to maximize short-term upside potential.","{'SPYG.P': 0.4, 'IBB.O': 0.35, 'XLE.P': 0.25}","{'SPYG.P': 0.4, 'IBB.O': 0.35, 'XLE.P': 0.25}"
2021-07-30,"I selected ETFs with the highest combined scores in breakout_quality_score, smart_momentum_adx_r2, and eric_adx_weighted_momentum, which indicate strong momentum, trend stability, and quality breakouts for maximizing short-term PnL. XLV.P, SPYG.P, and IUSG.O showed the most robust signals, with weights allocated based on their relative factor strengths.","{'XLV.P': 0.4, 'SPYG.P': 0.35, 'IUSG.O': 0.25}","{'XLV.P': 0.4, 'SPYG.P': 0.35, 'IUSG.O': 0.25}"
2021-08-31,"I selected ETFs with the highest combined scores in momentum, breakout_quality_score, eric_adx_weighted_momentum, and smart_momentum_adx_r2, as these factors indicate strong upward potential and trend stability. XLV.P, SPYG.P, and IUSG.O show exceptional values in breakout_quality_score and smart_momentum_adx_r2, while XLU.P and XLK.P add diversification with high smart_momentum_adx_r2 and momentum, respectively.","{'XLV.P': 0.25, 'SPYG.P': 0.25, 'IUSG.O': 0.2, 'XLU.P': 0.15, 'XLK.P': 0.15}","{'XLV.P': 0.25, 'SPYG.P': 0.25, 'IUSG.O': 0.2, 'XLU.P': 0.15, 'XLK.P': 0.15}"
2021-09-30,"The portfolio is constructed based on the highest momentum and breakout_quality_score values, with XLE.P showing exceptional momentum (0.390) and breakout_quality_score (4.902), indicating strong upward potential. XLY.P is selected for its high breakout_quality_score (0.757) and solid momentum (0.132), while SPY.P, IUSG.O, and XLK.P are included for their strong momentum and smart_momentum_adx_r2 scores, ensuring a diversified and high-confidence selection.","{'XLE.P': 0.35, 'XLY.P': 0.25, 'SPY.P': 0.15, 'IUSG.O': 0.15, 'XLK.P': 0.1}","{'XLE.P': 0.35, 'XLY.P': 0.25, 'SPY.P': 0.15, 'IUSG.O': 0.15, 'XLK.P': 0.1}"
2021-10-29,"I selected ETFs with the highest combined factor scores, focusing on strong momentum, breakout quality, and smart momentum, which are key indicators for short-term upside potential. XLY.P, SPYG.P, and XLK.P showed exceptional values across these factors, while IUSG.O and QQQ.O also demonstrated robust signals, justifying their inclusion with weights proportional to their factor strength.","{'XLY.P': 0.3, 'SPYG.P': 0.25, 'XLK.P': 0.2, 'IUSG.O': 0.15, 'QQQ.O': 0.1}","{'XLY.P': 0.3, 'SPYG.P': 0.25, 'XLK.P': 0.2, 'IUSG.O': 0.15, 'QQQ.O': 0.1}"
2021-11-30,"I selected ETFs with the highest combined momentum and breakout quality scores, focusing on XLK.P, SPYG.P, SMH.O, IUSG.O, and XLY.P, which exhibit strong momentum, breakout quality, and smart momentum signals, indicating high short-term growth potential.","{'XLK.P': 0.25, 'SPYG.P': 0.25, 'SMH.O': 0.2, 'IUSG.O': 0.15, 'XLY.P': 0.15}","{'XLK.P': 0.25, 'SPYG.P': 0.25, 'SMH.O': 0.2, 'IUSG.O': 0.15, 'XLY.P': 0.15}"
