date,justification,ai_recommendation,final_weights
2017-07-31,"The portfolio is concentrated on ETFs with strong bullish momentum signals, including positive and rising MACD histograms and RSI values in the 60s indicating healthy uptrends without overbought conditions. SPY.P and QQQ.O are selected for their robust MACD and RSI support, XLK.P for its positive MACD histogram and favorable RSI, XRT.P for its high MACD histogram suggesting strong momentum, and XLY.P for its solid MACD histogram and neutral RSI, all contributing to diversified exposure with high short-term growth potential.","{'SPY.P': 0.25, 'QQQ.O': 0.25, 'XLK.P': 0.2, 'XRT.P': 0.15, 'XLY.P': 0.15}","{'SPY.P': 0.25, 'QQQ.O': 0.25, 'XLK.P': 0.2, 'XRT.P': 0.15, 'XLY.P': 0.15}"
2017-08-31,IBB.O 显示出强劲的看涨信号，包括 MACD 柱状图大幅正值为 1.548 和 RSI 为 64.486 表明上升动量；XLU.P 的 MACD 柱状图为正且 RSI 为 63.742 支持持续上涨；XLK.P 的 MACD 柱状图为正和 RSI 为 62.494 指示健康动量；QQQ.O 的 MACD 柱状图为正和 RSI 为 58.956 提供额外确认。这些 ETF 被选中以最大化短期利润，权重分配基于信号强度。,"{'IBB.O': 0.35, 'XLU.P': 0.25, 'XLK.P': 0.2, 'QQQ.O': 0.2}","{'IBB.O': 0.35, 'XLU.P': 0.25, 'XLK.P': 0.2, 'QQQ.O': 0.2}"
2017-09-29,"I selected ETFs with strong bullish momentum based on positive MACD histograms and high RSI values, indicating strong uptrends and potential for continued gains. IJS.P, IJJ.P, and MDY.P show the highest momentum with large positive MACD histograms and RSI above 70, while XLE.P and VTWO.O also exhibit solid trends, leading to higher weights for the most promising assets.","{'IJS.P': 0.35, 'IJJ.P': 0.25, 'MDY.P': 0.2, 'XLE.P': 0.1, 'VTWO.O': 0.1}","{'IJS.P': 0.35, 'IJJ.P': 0.25, 'MDY.P': 0.2, 'XLE.P': 0.1, 'VTWO.O': 0.1}"
2017-10-31,"I selected ETFs with strong bullish momentum signals: XLK.P has a positive MACD histogram and high RSI indicating strong uptrend, QQQ.O shows positive MACD histogram and high RSI for tech momentum, VONG.O has high RSI and positive MACD histogram supporting growth, SPYG.P combines high RSI with positive MACD histogram for growth potential, and XLU.P offers positive MACD histogram and moderate RSI for defensive balance. Weights are allocated based on confidence in momentum strength and risk diversification.","{'XLK.P': 0.25, 'QQQ.O': 0.25, 'VONG.O': 0.2, 'SPYG.P': 0.15, 'XLU.P': 0.15}","{'XLK.P': 0.25, 'QQQ.O': 0.25, 'VONG.O': 0.2, 'SPYG.P': 0.15, 'XLU.P': 0.15}"
2017-11-30,"I selected ETFs with strong bullish momentum based on MACD histogram expansion and positive MACD line, such as IJS.P and IJJ.P, which show high RSI indicating strong trends but not extreme overbought levels. XRT.P and XLY.P also exhibit robust momentum with high RSI and positive MACD signals, supporting short-term gains.","{'IJS.P': 0.3, 'IJJ.P': 0.25, 'XRT.P': 0.2, 'XLY.P': 0.15, 'MDY.P': 0.1}","{'IJS.P': 0.3, 'IJJ.P': 0.25, 'XRT.P': 0.2, 'XLY.P': 0.15, 'MDY.P': 0.1}"
2017-12-29,"I selected XLE.P, IJJ.P, XLI.P, and XLB.P based on strong bullish signals from MACD histograms above zero and positive MACD lines, indicating upward momentum, while avoiding overbought conditions with RSI below 70 for most, except XLI.P which shows high RSI but strong trend support.","{'XLE.P': 0.3, 'IJJ.P': 0.25, 'XLI.P': 0.25, 'XLB.P': 0.2}","{'XLE.P': 0.3, 'IJJ.P': 0.25, 'XLI.P': 0.25, 'XLB.P': 0.2}"
2018-01-31,"The portfolio is constructed based on strong bullish momentum signals: IBB.O shows a high MACD histogram and positive MACD line, indicating strong upward trend; QQQ.O has a high RSI near overbought but supported by positive MACD and EMA alignment; SPY.P exhibits solid MACD and RSI above 60, reflecting broad market strength; XLY.P has a very high RSI and positive MACD histogram, suggesting strong consumer discretionary momentum; and XLV.P displays a robust MACD histogram and favorable RSI, supporting healthcare sector growth.","{'IBB.O': 0.25, 'QQQ.O': 0.22, 'SPY.P': 0.21, 'XLY.P': 0.17, 'XLV.P': 0.15}","{'IBB.O': 0.25, 'QQQ.O': 0.22, 'SPY.P': 0.21, 'XLY.P': 0.17, 'XLV.P': 0.15}"
2018-02-28,"The portfolio is concentrated on QQQ.O and XLK.P due to their strong bullish momentum signals, including positive and rising MACD histograms and RSI levels above 50, indicating sustained upward trends. SPY.P is included for diversification with a solid MACD histogram and neutral RSI, while IBB.O is excluded despite a positive histogram due to its negative MACD line suggesting weaker momentum.","{'QQQ.O': 0.45, 'XLK.P': 0.35, 'SPY.P': 0.2}","{'QQQ.O': 0.45, 'XLK.P': 0.35, 'SPY.P': 0.2}"
2018-03-29,"I selected XLU.P and MINT.P based on their strong bullish signals: XLU.P has a positive MACD histogram and RSI near neutral, indicating upward momentum, while MINT.P shows a high RSI suggesting overbought conditions but stable MACD. Both ETFs exhibit favorable trend characteristics for short-term gains, with higher weight on XLU.P due to its clearer momentum.","{'XLU.P': 0.6, 'MINT.P': 0.4}","{'XLU.P': 0.6, 'MINT.P': 0.4}"
2018-04-30,"I selected XLE.P, XLU.P, and XLY.P based on strong bullish signals: XLE.P has high RSI (64.135) and positive MACD histogram (0.362), indicating strong momentum; XLU.P shows positive MACD histogram (0.168) and high RSI (65.148), suggesting continued uptrend; XLY.P has a positive MACD histogram (0.293) and RSI (55.498) in bullish territory. Weights are allocated to maximize exposure to these high-confidence opportunities.","{'XLE.P': 0.4, 'XLU.P': 0.35, 'XLY.P': 0.25}","{'XLE.P': 0.4, 'XLU.P': 0.35, 'XLY.P': 0.25}"
2018-05-31,"I selected IJS.P, IJT.O, and VBK.P due to their strong bullish momentum signals, including high MACD histogram values (0.396, 0.331, 0.075) and RSI levels (71.749, 72.841, 68.638) indicating strong upward trends without extreme overbought conditions. Weights are allocated based on the strength of these signals, with IJS.P receiving the highest weight for its superior MACD and RSI combination.","{'IJS.P': 0.45, 'IJT.O': 0.35, 'VBK.P': 0.2}","{'IJS.P': 0.45, 'IJT.O': 0.35, 'VBK.P': 0.2}"
2018-06-29,"I selected XLP.P and XLU.P due to their strong bullish MACD histogram signals (positive and increasing) and RSI levels above 60 indicating sustained momentum, while avoiding others with negative MACD histograms or overbought RSI that suggest limited upside. I allocated higher weight to XLU.P for its superior MACD histogram value and RSI strength.","{'XLP.P': 0.4, 'XLU.P': 0.6}","{'XLU.P': 0.6, 'XLP.P': 0.4}"
2018-07-31,"Selected ETFs with strong bullish momentum based on positive MACD histograms and RSI above 50, indicating upward trends and potential for continued gains. SPYV.P shows the strongest signal with a high positive MACD histogram and elevated RSI, while XLI.P and XLF.P exhibit solid momentum with positive histograms and RSI in bullish ranges. VTV.P is included for its positive MACD histogram and high RSI, suggesting sustained strength.","{'SPYV.P': 0.35, 'XLI.P': 0.25, 'XLF.P': 0.2, 'VTV.P': 0.2}","{'SPYV.P': 0.35, 'XLI.P': 0.25, 'XLF.P': 0.2, 'VTV.P': 0.2}"
2018-08-31,"I selected ETFs with strong bullish momentum based on MACD histogram expansion and RSI above 70 indicating overbought but sustained trends, focusing on IBB.O, QQQ.O, IJT.O, SPYG.P, and XMMO.P for their high MACD histograms and positive EMA alignments, which suggest continued upward potential.","{'IBB.O': 0.25, 'QQQ.O': 0.25, 'IJT.O': 0.2, 'SPYG.P': 0.15, 'XMMO.P': 0.15}","{'IBB.O': 0.25, 'QQQ.O': 0.25, 'IJT.O': 0.2, 'SPYG.P': 0.15, 'XMMO.P': 0.15}"
2018-09-28,"The portfolio is concentrated in IBB.O and XLV.P due to their strong bullish momentum signals, including positive MACD histograms and RSI levels indicating sustained uptrends without overbought conditions. XLE.P is included for its positive MACD histogram and moderate RSI, supporting continued strength in energy.","{'IBB.O': 0.45, 'XLV.P': 0.35, 'XLE.P': 0.2}","{'IBB.O': 0.45, 'XLV.P': 0.35, 'XLE.P': 0.2}"
2018-10-31,"The portfolio is constructed based on strong bullish signals from MACD histogram and RSI oversold conditions, with XRT.P showing positive MACD histogram and neutral RSI indicating momentum, XLP.P and XLU.P exhibiting positive MACD lines and histograms with stable RSI for defensive growth, and XLI.P having an oversold RSI below 30 suggesting potential rebound, all supporting short-term upside potential.","{'XRT.P': 0.3, 'XLP.P': 0.25, 'XLU.P': 0.25, 'XLI.P': 0.2}","{'XRT.P': 0.3, 'XLP.P': 0.25, 'XLU.P': 0.25, 'XLI.P': 0.2}"
2018-11-30,"I selected ETFs with strong bullish momentum signals, focusing on positive MACD histograms and RSI values above 50 but not overbought. IBB.O shows the highest MACD histogram (2.028) and neutral RSI (52.494), indicating strong upward potential. IJK.P has a high MACD histogram (1.752) and RSI (52.723), supporting momentum. SPY.P and MDY.P have positive MACD histograms (0.884 and 1.132) and neutral RSI levels, suggesting steady gains. XLV.P has a positive MACD histogram (0.456) and RSI (61.936), indicating health sector strength. Weights are allocated based on the strength of these signals, with IBB.O receiving the highest weight for its superior momentum.","{'IBB.O': 0.3, 'IJK.P': 0.25, 'SPY.P': 0.2, 'MDY.P': 0.15, 'XLV.P': 0.1}","{'IBB.O': 0.3, 'IJK.P': 0.25, 'SPY.P': 0.2, 'MDY.P': 0.15, 'XLV.P': 0.1}"
2018-12-31,"I selected ETFs with strong bullish momentum signals, focusing on those with positive MACD histograms and RSI above 50, indicating upward trends and potential for short-term gains. MINT.P shows the strongest positive MACD histogram and high RSI, while XHB.P and XMMO.P have positive histograms and RSI in bullish ranges, supporting their inclusion with higher weights.","{'MINT.P': 0.5, 'XHB.P': 0.3, 'XMMO.P': 0.2}","{'MINT.P': 0.5, 'XHB.P': 0.3, 'XMMO.P': 0.2}"
2019-01-31,"I selected MDY.P, IJJ.P, IJK.P, and IJS.P based on their strong bullish signals from MACD histograms above 1.7 and RSI values in the 60s, indicating sustained momentum without overbought conditions, while avoiding assets with weak or negative indicators like MINT.P's extreme RSI of 94.278.","{'MDY.P': 0.28, 'IJJ.P': 0.26, 'IJK.P': 0.24, 'IJS.P': 0.22}","{'MDY.P': 0.28, 'IJJ.P': 0.26, 'IJK.P': 0.24, 'IJS.P': 0.22}"
2019-02-28,"I selected ETFs with strong bullish momentum signals, focusing on positive MACD histograms and RSI below overbought levels to maximize short-term gains. XLB.P and XRT.P show robust MACD histogram values and favorable RSI, while SPYG.P and IBB.O exhibit positive momentum with moderate RSI, and XLI.P offers strong trend despite higher RSI for diversification.","{'XLB.P': 0.25, 'XRT.P': 0.25, 'SPYG.P': 0.2, 'IBB.O': 0.15, 'XLI.P': 0.15}","{'XLB.P': 0.25, 'XRT.P': 0.25, 'SPYG.P': 0.2, 'IBB.O': 0.15, 'XLI.P': 0.15}"
2019-03-29,"I selected ETFs with strong bullish momentum signals, focusing on positive MACD histograms and RSI levels indicating potential upside. XLP.P shows a positive MACD histogram (0.140) and RSI (70.705) near overbought but still rising, XLY.P has a positive MACD histogram (0.111) and RSI (62.738) supporting momentum, and XLK.P has a high RSI (61.684) and minimal negative MACD histogram (-0.135) suggesting strength. Weights are allocated based on confidence in these signals, with XLP.P highest due to its clear bullish divergence.","{'XLP.P': 0.4, 'XLY.P': 0.35, 'XLK.P': 0.25}","{'XLP.P': 0.4, 'XLY.P': 0.35, 'XLK.P': 0.25}"
2019-04-30,"I selected QQQ.O, SPY.P, and XLC.P based on their strong bullish momentum signals: QQQ.O has a high RSI of 79.121 and positive MACD histogram of 0.306, SPY.P shows a positive MACD histogram of 0.070 and RSI of 73.342, and XLC.P has the highest RSI of 83.304 with a positive MACD histogram of 0.170, indicating strong upward trends and potential for continued gains.","{'QQQ.O': 0.45, 'SPY.P': 0.35, 'XLC.P': 0.2}","{'QQQ.O': 0.45, 'SPY.P': 0.35, 'XLC.P': 0.2}"
2019-05-31,"I selected ETFs with strong bullish momentum signals, focusing on those with positive MACD histograms and RSI below 30 indicating potential oversold rebounds. PFF.O shows a positive MACD histogram and neutral RSI, while MINT.P has a high RSI but positive MACD line, suggesting upward trend. XLP.P and XLU.P exhibit positive MACD lines and RSI in neutral zones, supporting steady gains. I allocated higher weights to PFF.O and MINT.P due to clearer momentum, with lower weights to XLP.P and XLU.P for diversification.","{'PFF.O': 0.35, 'MINT.P': 0.3, 'XLP.P': 0.2, 'XLU.P': 0.15}","{'PFF.O': 0.35, 'MINT.P': 0.3, 'XLP.P': 0.2, 'XLU.P': 0.15}"
2019-06-28,"The portfolio is constructed based on strong bullish momentum signals from MACD histogram and RSI near optimal levels. SPY.P and QQQ.O show high MACD histogram values (0.602 and 1.188) and RSI in the 58-59 range, indicating strong upward trends without overbought conditions. IBB.O has the highest MACD histogram (1.012) and a neutral RSI (56.186), suggesting significant momentum potential. XLB.P and XLY.P exhibit positive MACD histograms (0.101 and 0.222) with RSI values (63.794 and 59.824) that support continued growth, making them solid additions for diversification.","{'SPY.P': 0.25, 'QQQ.O': 0.25, 'IBB.O': 0.2, 'XLB.P': 0.15, 'XLY.P': 0.15}","{'SPY.P': 0.25, 'QQQ.O': 0.25, 'IBB.O': 0.2, 'XLB.P': 0.15, 'XLY.P': 0.15}"
2019-07-31,"I selected ETFs with strong bullish momentum signals, focusing on positive MACD histograms and RSI values above 50 but not overbought. IJJ.P and IJS.P show high MACD histogram values (0.848 and 0.773) and RSI in the 60s, indicating strong upward trends, while VBK.P and MDY.P have positive histograms and solid RSI levels, supporting continued gains. VBR.P adds diversification with a positive histogram and moderate RSI.","{'IJJ.P': 0.25, 'IJS.P': 0.25, 'VBK.P': 0.2, 'MDY.P': 0.2, 'VBR.P': 0.1}","{'IJJ.P': 0.25, 'IJS.P': 0.25, 'VBK.P': 0.2, 'MDY.P': 0.2, 'VBR.P': 0.1}"
2019-08-30,"I selected XLU.P and XLP.P due to their strong bullish MACD histogram and positive MACD line, indicating upward momentum, with RSI levels below 70 suggesting room for growth. XLY.P was chosen for its high MACD histogram and neutral RSI, supporting short-term gains, while XHB.P and XLC.P were included for their positive momentum signals and moderate RSI values.","{'XLU.P': 0.25, 'XLP.P': 0.25, 'XLY.P': 0.2, 'XHB.P': 0.15, 'XLC.P': 0.15}","{'XLU.P': 0.25, 'XLP.P': 0.25, 'XLY.P': 0.2, 'XHB.P': 0.15, 'XLC.P': 0.15}"
2019-09-30,"I selected IJS.P and XLU.P based on strong bullish MACD line values (4.889 and 1.811) and positive MACD histograms (-0.587 and 0.255), indicating upward momentum, with RSI levels (53.707 and 71.684) suggesting potential for continued gains or stability, while avoiding overbought risks in others.","{'IJS.P': 0.6, 'XLU.P': 0.4}","{'IJS.P': 0.6, 'XLU.P': 0.4}"
2019-10-31,"I selected IBB.O, PPH.O, and XLV.P due to their strong bullish momentum signals, including high MACD histogram values and RSI above 70 indicating overbought but potentially sustained upward trends. IBB.O and PPH.O show the highest MACD histograms (2.250 and 0.450) and elevated RSI, suggesting strong short-term gains, while XLV.P adds diversification with a solid MACD histogram (0.537) and high RSI. Weights are allocated based on the strength of these signals, with IBB.O receiving the highest weight for its exceptional momentum.","{'IBB.O': 0.45, 'PPH.O': 0.3, 'XLV.P': 0.25}","{'IBB.O': 0.45, 'PPH.O': 0.3, 'XLV.P': 0.25}"
2019-11-29,"I selected VBK.P, IBB.O, and XLV.P based on strong bullish momentum signals: VBK.P has a high RSI of 79.118 and a large positive MACD histogram of 0.677, indicating strong upward trend; IBB.O shows a very high RSI of 84.679 and a large MACD histogram of 2.015, suggesting continued momentum despite overbought conditions; XLV.P has a high RSI of 80.191 and a positive MACD histogram of 0.326, supporting its trend strength. Weights are allocated to favor VBK.P for its superior momentum, with IBB.O and XLV.P providing diversification.","{'VBK.P': 0.45, 'IBB.O': 0.35, 'XLV.P': 0.2}","{'VBK.P': 0.45, 'IBB.O': 0.35, 'XLV.P': 0.2}"
2019-12-31,"Selected ETFs with strong bullish momentum based on MACD histogram expansion and RSI below overbought levels, focusing on SMH.O for high momentum, QQQ.O for tech strength, XLK.P for sector leadership, XLY.P for consumer discretionary rebound, and XLU.P for defensive growth.","{'SMH.O': 0.25, 'QQQ.O': 0.25, 'XLK.P': 0.2, 'XLY.P': 0.15, 'XLU.P': 0.15}","{'SMH.O': 0.25, 'QQQ.O': 0.25, 'XLK.P': 0.2, 'XLY.P': 0.15, 'XLU.P': 0.15}"
2020-01-31,"I selected XLU.P and XMMO.P due to their strong bullish MACD histogram signals (0.544 and -0.026, respectively) and high RSI levels indicating momentum, with XLU.P's RSI at 86.334 suggesting overbought but sustained strength. XHB.P was included for its positive MACD histogram (0.092) and neutral RSI, while XLK.P and QQQ.O were chosen for their high RSI and MACD line values, supporting continued upward trends.","{'XLU.P': 0.3, 'XMMO.P': 0.25, 'XHB.P': 0.2, 'XLK.P': 0.15, 'QQQ.O': 0.1}","{'XLU.P': 0.3, 'XMMO.P': 0.25, 'XHB.P': 0.2, 'XLK.P': 0.15, 'QQQ.O': 0.1}"
2020-02-28,"The portfolio is concentrated in ETFs with strong bullish momentum signals, including positive MACD histograms and RSI levels above 50, indicating upward trends and potential for continued gains. Specifically, MINT.P shows a high RSI near 91, suggesting strong momentum, while XLU.P and XLC.P have positive MACD lines and favorable RSI levels, supporting short-term upside.","{'MINT.P': 0.4, 'XLU.P': 0.35, 'XLC.P': 0.25}","{'MINT.P': 0.4, 'XLU.P': 0.35, 'XLC.P': 0.25}"
2020-03-31,"I selected ETFs with strong bullish momentum signals, including positive and expanding MACD histograms and RSI values below 70 indicating no overbought conditions. For example, IJK.P shows a high MACD histogram of 5.866 and RSI of 45.470, suggesting strong upward potential, while SPY.P and QQQ.O have high MACD histograms of 4.333 and 4.540 respectively, supporting trend strength. Weights are allocated based on the magnitude of these signals to maximize PnL.","{'IJK.P': 0.35, 'SPY.P': 0.25, 'QQQ.O': 0.2, 'SMH.O': 0.1, 'XLK.P': 0.1}","{'IJK.P': 0.35, 'SPY.P': 0.25, 'QQQ.O': 0.2, 'SMH.O': 0.1, 'XLK.P': 0.1}"
2020-04-30,"The portfolio is concentrated in ETFs with strong bullish momentum signals, including high MACD histogram values indicating accelerating upward trends and RSI levels in the 60s suggesting continued strength without overbought conditions. Specifically, IJK.P, MDY.P, and IJS.P show the highest MACD histogram values (7.000, 6.357, 6.591) and positive MACD lines, while VBK.P and XRT.P add diversification with solid momentum and RSI support.","{'IJK.P': 0.25, 'MDY.P': 0.25, 'IJS.P': 0.2, 'VBK.P': 0.15, 'XRT.P': 0.15}","{'IJK.P': 0.25, 'MDY.P': 0.25, 'IJS.P': 0.2, 'VBK.P': 0.15, 'XRT.P': 0.15}"
2020-05-29,"I selected ETFs with strong bullish momentum signals, focusing on those with high MACD histogram values and positive MACD lines, indicating strong upward trends. IJJ.P, IJK.P, and IJS.P show the highest MACD histograms (4.333, 3.275, 3.860) and positive MACD lines, suggesting robust short-term gains, while MDY.P and VBK.P also exhibit strong momentum with high histograms (3.511, 0.863) and are included for diversification.","{'IJJ.P': 0.25, 'IJK.P': 0.25, 'IJS.P': 0.25, 'MDY.P': 0.15, 'VBK.P': 0.1}","{'IJJ.P': 0.25, 'IJK.P': 0.25, 'IJS.P': 0.25, 'MDY.P': 0.15, 'VBK.P': 0.1}"
2020-06-30,"I selected XLK.P, QQQ.O, and SMH.O based on their strong bullish momentum signals, including positive MACD lines, rising RSI values above 50 indicating upward trends, and minimal negative MACD histograms, suggesting continued short-term growth potential.","{'XLK.P': 0.4, 'QQQ.O': 0.35, 'SMH.O': 0.25}","{'XLK.P': 0.4, 'QQQ.O': 0.35, 'SMH.O': 0.25}"
2020-07-31,"I selected ETFs with strong bullish momentum signals, focusing on positive MACD histograms and RSI values indicating potential upside without overbought conditions. MDY.P, IJK.P, and IJJ.P show robust MACD histogram values and neutral-to-bullish RSI, while XHB.P and XMMO.P exhibit high RSI with positive momentum, suggesting continued strength.","{'MDY.P': 0.25, 'IJK.P': 0.25, 'IJJ.P': 0.2, 'XHB.P': 0.15, 'XMMO.P': 0.15}","{'MDY.P': 0.25, 'IJK.P': 0.25, 'IJJ.P': 0.2, 'XHB.P': 0.15, 'XMMO.P': 0.15}"
2020-08-31,"The portfolio is concentrated in ETFs with strong bullish momentum and trend strength, as indicated by positive MACD histograms and high RSI values, while avoiding overbought conditions. SPY.P and QQQ.O show robust MACD and RSI signals, XLK.P and XLY.P exhibit positive momentum in tech and consumer sectors, and XLC.P adds diversification with solid MACD performance.","{'SPY.P': 0.3, 'QQQ.O': 0.25, 'XLK.P': 0.2, 'XLY.P': 0.15, 'XLC.P': 0.1}","{'SPY.P': 0.3, 'QQQ.O': 0.25, 'XLK.P': 0.2, 'XLY.P': 0.15, 'XLC.P': 0.1}"
2020-09-30,"The portfolio is constructed based on strong bullish momentum signals: SMH.O shows a positive and rising MACD histogram and RSI in neutral territory, indicating upward trend strength; IBB.O has a high positive MACD histogram and neutral RSI, suggesting strong momentum; VBK.P displays a positive MACD histogram and RSI above 50, supporting growth potential; VOT.P combines positive MACD histogram and favorable RSI for continued gains; and XHB.P, with a positive MACD line and neutral RSI, adds diversification with positive trend signals.","{'SMH.O': 0.25, 'IBB.O': 0.25, 'VBK.P': 0.2, 'VOT.P': 0.15, 'XHB.P': 0.15}","{'SMH.O': 0.25, 'IBB.O': 0.25, 'VBK.P': 0.2, 'VOT.P': 0.15, 'XHB.P': 0.15}"
2020-10-30,"I selected IJK.P, IJJ.P, and IJS.P due to their strong positive MACD line values (2.737, 2.283, 2.088) and RSI levels around 44-46 indicating healthy momentum without overbought conditions, suggesting high short-term upside potential. Weights are allocated based on the strength of these signals, with IJK.P receiving the highest weight for its superior MACD line.","{'IJK.P': 0.4, 'IJJ.P': 0.35, 'IJS.P': 0.25}","{'IJK.P': 0.4, 'IJJ.P': 0.35, 'IJS.P': 0.25}"
2020-11-30,"I selected ETFs with strong bullish momentum based on high MACD histogram values and positive MACD lines, indicating strong upward trends. IJJ.P, IJS.P, and XRT.P have the highest MACD histograms (2.508, 2.997, 1.552) and positive MACD lines, while RSI values (68.276, 68.862, 77.390) suggest potential overbought conditions but are supported by momentum. IJK.P is included for its high MACD histogram (1.413) and positive trend, with weights allocated to balance risk and maximize exposure to the strongest signals.","{'IJJ.P': 0.3, 'IJS.P': 0.3, 'XRT.P': 0.2, 'IJK.P': 0.2}","{'IJJ.P': 0.3, 'IJS.P': 0.3, 'XRT.P': 0.2, 'IJK.P': 0.2}"
2020-12-31,"I selected XLK.P, VONG.O, and SPYG.P based on strong bullish signals from MACD histograms above zero and positive MACD lines, indicating upward momentum, while avoiding overbought conditions with RSI below 70.","{'XLK.P': 0.4, 'VONG.O': 0.35, 'SPYG.P': 0.25}","{'XLK.P': 0.4, 'VONG.O': 0.35, 'SPYG.P': 0.25}"
