date,justification,ai_recommendation,final_weights
2017-07-31,"The portfolio is constructed based on strong bullish momentum signals: SLV.P exhibits a high MACD histogram (0.997) and positive MACD line, indicating strong upward momentum; CQQQ.P has a high MACD line (1.330) and RSI (70.315) supporting continued trend strength; MCHI.O shows a positive MACD histogram (0.157) and elevated RSI (73.149) for momentum; EWZ.P combines a high MACD line (1.212) and positive histogram (0.151) with a neutral RSI; and VNQI.O has a strong MACD histogram (0.220) and high RSI (75.840) for growth potential. Weights are allocated to emphasize the strongest signals while diversifying across sectors.","{'SLV.P': 0.25, 'CQQQ.P': 0.22, 'MCHI.O': 0.21, 'EWZ.P': 0.17, 'VNQI.O': 0.15}","{'SLV.P': 0.25, 'CQQQ.P': 0.22, 'MCHI.O': 0.21, 'EWZ.P': 0.17, 'VNQI.O': 0.15}"
2017-08-31,"I selected ETFs with strong bullish momentum signals: IBB.O has a high positive MACD histogram (1.548) and RSI (64.486) indicating strong upward trend, EMB.O shows a positive MACD histogram (0.119) and high RSI (74.897) suggesting momentum, TLT.O has a positive MACD histogram (0.186) and neutral RSI (62.617) for steady gains, and GLD.P exhibits a positive MACD histogram (0.166) and RSI (67.354) supporting continued strength. Weights are allocated based on the magnitude of these signals to maximize potential PnL.","{'IBB.O': 0.35, 'EMB.O': 0.25, 'TLT.O': 0.2, 'GLD.P': 0.2}","{'IBB.O': 0.35, 'EMB.O': 0.25, 'TLT.O': 0.2, 'GLD.P': 0.2}"
2017-09-29,"I selected ETFs with strong bullish momentum signals, focusing on positive MACD histograms and high RSI values indicating strong uptrends. IJS.P, VTWO.O, and XLE.P show the most robust trends with high RSI and positive MACD histograms, while MDY.P and SPYV.P offer additional diversification with solid momentum.","{'IJS.P': 0.3, 'VTWO.O': 0.25, 'XLE.P': 0.2, 'MDY.P': 0.15, 'SPYV.P': 0.1}","{'IJS.P': 0.3, 'VTWO.O': 0.25, 'XLE.P': 0.2, 'MDY.P': 0.15, 'SPYV.P': 0.1}"
2017-10-31,"The portfolio is constructed based on strong bullish momentum signals: XLK.P shows a positive MACD histogram and high RSI indicating strong upward trend, QQQ.O has a positive MACD histogram and high RSI supporting growth potential, IJK.P exhibits a large positive MACD line and moderate RSI for momentum, VONG.O combines positive MACD histogram and high RSI for aggressive growth, and XLU.P offers a positive MACD histogram with moderate RSI for stability. Weights are allocated to maximize exposure to these high-confidence signals.","{'XLK.P': 0.25, 'QQQ.O': 0.25, 'IJK.P': 0.2, 'VONG.O': 0.15, 'XLU.P': 0.15}","{'XLK.P': 0.25, 'QQQ.O': 0.25, 'IJK.P': 0.2, 'VONG.O': 0.15, 'XLU.P': 0.15}"
2017-11-30,"I selected ETFs with strong bullish momentum signals, focusing on positive MACD histograms and RSI levels indicating strength without overbought conditions. IJK.P and IJS.P show high MACD histograms (1.168 and 1.639) and RSI in the 70s, suggesting strong upward trends. SPYV.P has a high RSI (77.246) and positive MACD histogram (0.705), supporting continued gains. VBR.P combines a solid MACD histogram (0.506) with high RSI (73.468), indicating robust momentum. I allocated higher weights to IJK.P and IJS.P due to their superior momentum indicators.","{'IJK.P': 0.3, 'IJS.P': 0.3, 'SPYV.P': 0.2, 'VBR.P': 0.2}","{'IJK.P': 0.3, 'IJS.P': 0.3, 'SPYV.P': 0.2, 'VBR.P': 0.2}"
2017-12-29,"I selected ETFs with strong bullish momentum signals, focusing on those with positive MACD histogram values and RSI below 70 to avoid overbought conditions. IJJ.P and IJS.P show high MACD line values and positive histograms, indicating strong upward trends, while EFA.P and VEU.P have positive histograms and moderate RSI, supporting continued gains. VBR.P was included for its solid momentum, but with lower weight due to slightly higher RSI.","{'IJJ.P': 0.25, 'IJS.P': 0.25, 'EFA.P': 0.2, 'VEU.P': 0.2, 'VBR.P': 0.1}","{'IJJ.P': 0.25, 'IJS.P': 0.25, 'EFA.P': 0.2, 'VEU.P': 0.2, 'VBR.P': 0.1}"
2018-01-31,"I selected ETFs with strong bullish momentum signals: IBB.O has a high MACD histogram (1.282) and positive MACD line, indicating strong upward trend; QQQ.O shows a positive MACD histogram (0.461) and high RSI (68.364) supporting momentum; SPY.P has a positive MACD histogram (0.140) and solid RSI (65.302) for steady growth; XLY.P exhibits a high RSI (78.238) and positive MACD histogram (0.228), suggesting continued strength; and XLV.P has a strong MACD histogram (0.279) and favorable RSI (64.575) for defensive growth. Weights are allocated based on the strength of these signals to maximize potential returns.","{'IBB.O': 0.25, 'QQQ.O': 0.25, 'SPY.P': 0.2, 'XLY.P': 0.15, 'XLV.P': 0.15}","{'IBB.O': 0.25, 'QQQ.O': 0.25, 'SPY.P': 0.2, 'XLY.P': 0.15, 'XLV.P': 0.15}"
2018-02-28,"The portfolio is constructed based on strong bullish momentum signals: QQQ.O shows a high MACD histogram and positive MACD line, indicating strong upward trend; SPYG.P has a large MACD histogram and RSI in bullish territory, supporting growth; XLK.P displays positive MACD and RSI near 60, suggesting tech sector strength; IJT.O combines a high MACD histogram with neutral RSI for momentum; and VONG.O has a solid MACD histogram and RSI above 55, reflecting growth potential. Weights are allocated to maximize exposure to these high-confidence signals.","{'QQQ.O': 0.25, 'SPYG.P': 0.2, 'XLK.P': 0.2, 'IJT.O': 0.18, 'VONG.O': 0.17}","{'QQQ.O': 0.25, 'SPYG.P': 0.2, 'XLK.P': 0.2, 'IJT.O': 0.18, 'VONG.O': 0.17}"
2018-03-29,"Selected ETFs with strong bullish MACD histogram signals and positive momentum, such as TLT.O (0.543), GLD.P (0.181), and USO.P (0.069), indicating upward trends, while avoiding those with negative MACD histograms or overbought RSI levels to maximize short-term PnL.","{'TLT.O': 0.35, 'GLD.P': 0.3, 'USO.P': 0.2, 'XLU.P': 0.15}","{'TLT.O': 0.35, 'GLD.P': 0.3, 'USO.P': 0.2, 'XLU.P': 0.15}"
2018-04-30,"I selected ETFs with strong bullish momentum signals: XLE.P shows a high MACD histogram (0.362) and RSI (64.135) indicating upward trend, SPYV.P has a positive MACD histogram (0.486) and neutral RSI (52.267) for value exposure, VBR.P exhibits a positive MACD histogram (0.124) and RSI (52.450) for small-cap value, and VNQ.P has a positive MACD histogram (0.110) and RSI (60.028) for real estate. Weights are allocated based on the strength of these signals to maximize short-term gains.","{'XLE.P': 0.35, 'SPYV.P': 0.25, 'VBR.P': 0.2, 'VNQ.P': 0.2}","{'XLE.P': 0.35, 'SPYV.P': 0.25, 'VBR.P': 0.2, 'VNQ.P': 0.2}"
2018-05-31,"I selected ETFs with strong bullish momentum signals, including positive MACD histograms and RSI values indicating upward trends without overbought conditions. IJS.P and IJT.O show high MACD histograms and RSI in the 70s, suggesting strong short-term potential, while VBK.P and VBR.P have positive momentum and moderate RSI. VNQ.P was included for its solid MACD histogram and RSI, diversifying the portfolio across sectors.","{'IJS.P': 0.25, 'IJT.O': 0.25, 'VBK.P': 0.2, 'VBR.P': 0.15, 'VNQ.P': 0.15}","{'IJS.P': 0.25, 'IJT.O': 0.25, 'VBK.P': 0.2, 'VBR.P': 0.15, 'VNQ.P': 0.15}"
2018-06-29,"I selected ETFs with strong bullish momentum signals, focusing on positive MACD histograms and RSI levels indicating potential upside. VNQ.P shows a positive MACD histogram and high RSI, suggesting strong trend continuation. TLT.O has a positive MACD histogram and RSI above 50, supporting upward momentum. XLU.P exhibits a high positive MACD histogram and RSI near overbought, indicating robust bullishness. I allocated higher weights to VNQ.P and TLT.O due to their clearer signals, with XLU.P as a smaller position for diversification.","{'VNQ.P': 0.45, 'TLT.O': 0.35, 'XLU.P': 0.2}","{'VNQ.P': 0.45, 'TLT.O': 0.35, 'XLU.P': 0.2}"
2018-07-31,"The portfolio is constructed based on strong bullish momentum signals from MACD histogram and RSI. EWZ.P shows a high MACD histogram (0.641) and RSI (62.892) indicating upward trend, SPYV.P has a positive MACD histogram (0.579) and RSI (68.008) suggesting momentum, VTV.P combines a positive MACD histogram (0.270) with RSI (66.854) for steady growth, XLF.P exhibits a positive MACD histogram (0.191) and RSI (64.552) supporting financial sector strength, and XLI.P has a high MACD histogram (0.397) and RSI (59.009) indicating industrial momentum.","{'EWZ.P': 0.25, 'SPYV.P': 0.25, 'VTV.P': 0.2, 'XLF.P': 0.15, 'XLI.P': 0.15}","{'EWZ.P': 0.25, 'SPYV.P': 0.25, 'VTV.P': 0.2, 'XLF.P': 0.15, 'XLI.P': 0.15}"
2018-08-31,"I selected ETFs with strong bullish momentum signals, focusing on those with positive MACD histograms and high RSI indicating upward trends. IBB.O, QQQ.O, and SPY.P show robust MACD and RSI values, while XLK.P and XLY.P add diversification with solid momentum, leading to a concentrated portfolio for maximum PnL.","{'IBB.O': 0.25, 'QQQ.O': 0.25, 'SPY.P': 0.2, 'XLK.P': 0.15, 'XLY.P': 0.15}","{'IBB.O': 0.25, 'QQQ.O': 0.25, 'SPY.P': 0.2, 'XLK.P': 0.15, 'XLY.P': 0.15}"
2018-09-28,"I selected ETFs with strong bullish momentum signals: IBB.O has a high MACD histogram and positive MACD line indicating strong upward trend; XLE.P shows a large MACD histogram and positive MACD line, suggesting robust momentum; EFA.P has a high MACD histogram and positive MACD line, supporting continued gains; and EWZ.P features a very high MACD histogram and positive MACD line, indicating strong reversal potential. Weights are assigned based on the strength of these signals, with IBB.O and XLE.P receiving higher weights due to their superior momentum indicators.","{'IBB.O': 0.3, 'XLE.P': 0.3, 'EFA.P': 0.2, 'EWZ.P': 0.2}","{'IBB.O': 0.3, 'XLE.P': 0.3, 'EFA.P': 0.2, 'EWZ.P': 0.2}"
2018-10-31,"I selected ETFs with strong bullish momentum signals, focusing on positive MACD histogram values and RSI levels indicating potential strength or oversold rebounds. TLT.O shows a significant positive MACD histogram and RSI near neutral, suggesting upward momentum. XLRE.P and VNQ.P have positive MACD histograms and RSI above 50, supporting trend continuation. IBB.O and XLE.P, despite negative trends, have very low RSI indicating potential oversold rebounds, but are weighted lower due to higher risk.","{'TLT.O': 0.35, 'XLRE.P': 0.25, 'VNQ.P': 0.2, 'IBB.O': 0.1, 'XLE.P': 0.1}","{'TLT.O': 0.35, 'XLRE.P': 0.25, 'VNQ.P': 0.2, 'IBB.O': 0.1, 'XLE.P': 0.1}"
2018-11-30,"I selected ETFs with strong bullish momentum signals, focusing on positive and expanding MACD histograms and supportive RSI levels. IBB.O shows a large positive MACD histogram (2.028) and neutral RSI (52.494), indicating strong upward momentum. INDA.B has a positive MACD histogram (0.200) and RSI near overbought (67.675), suggesting continued strength. MCHI.O exhibits a positive MACD histogram (0.322) and neutral RSI (53.988), supporting short-term gains. VNQ.P has a positive MACD histogram (0.123) and RSI above 60 (60.217), indicating bullish trends. I allocated higher weights to IBB.O and INDA.B due to their stronger momentum signals.","{'IBB.O': 0.3, 'INDA.B': 0.25, 'MCHI.O': 0.2, 'VNQ.P': 0.25}","{'IBB.O': 0.3, 'INDA.B': 0.25, 'VNQ.P': 0.25, 'MCHI.O': 0.2}"
2018-12-31,"The portfolio is constructed by selecting ETFs with strong bullish momentum signals, including positive MACD histograms and RSI values indicating potential strength without overbought conditions. GLD.P and SLV.P show strong positive MACD histograms and rising RSI, suggesting upward trends in precious metals. TLT.O has a positive MACD line and histogram, with RSI near 70 indicating strength in bonds. INDA.B and EMB.O exhibit positive MACD histograms and moderate RSI levels, supporting momentum in emerging markets.","{'GLD.P': 0.25, 'SLV.P': 0.25, 'TLT.O': 0.2, 'INDA.B': 0.15, 'EMB.O': 0.15}","{'GLD.P': 0.25, 'SLV.P': 0.25, 'TLT.O': 0.2, 'INDA.B': 0.15, 'EMB.O': 0.15}"
2019-01-31,"The portfolio is constructed based on strong bullish momentum signals: IJK.P and IJJ.P exhibit high MACD histogram values (2.444 and 2.092) and positive MACD lines, indicating robust upward trends, while SPYV.P and VNQ.P show strong MACD histograms (1.732 and 1.100) and RSI levels below overbought thresholds, supporting continued growth potential. These selections prioritize assets with the highest combined momentum and trend strength for maximum short-term PnL.","{'IJK.P': 0.3, 'IJJ.P': 0.25, 'SPYV.P': 0.25, 'VNQ.P': 0.2}","{'IJK.P': 0.3, 'IJJ.P': 0.25, 'SPYV.P': 0.25, 'VNQ.P': 0.2}"
2019-02-28,"I selected ETFs with strong bullish momentum signals, including positive and rising MACD histograms and RSI values indicating strength without overbought conditions. IJK.P and IJJ.P show strong MACD line values and positive trends, while SPYG.P and XLK.P exhibit robust MACD histograms and RSI support for growth. VUG.P was added for diversification with solid momentum, focusing on sectors with high short-term upside potential.","{'IJK.P': 0.25, 'IJJ.P': 0.25, 'SPYG.P': 0.2, 'XLK.P': 0.15, 'VUG.P': 0.15}","{'IJK.P': 0.25, 'IJJ.P': 0.25, 'SPYG.P': 0.2, 'XLK.P': 0.15, 'VUG.P': 0.15}"
2019-03-29,"The portfolio is constructed based on strong bullish momentum signals from MACD histogram and RSI. TLT.O shows a high positive MACD histogram (0.943) and RSI (74.499) indicating strong upward trend, while VNQ.P has a positive MACD histogram (0.180) and RSI (69.240) supporting momentum. IJK.P is included for its high MACD line (2.001) and neutral RSI (55.814), suggesting continued growth potential. Weights are allocated to maximize exposure to these top performers.","{'TLT.O': 0.4, 'VNQ.P': 0.35, 'IJK.P': 0.25}","{'TLT.O': 0.4, 'VNQ.P': 0.35, 'IJK.P': 0.25}"
2019-04-30,"The portfolio is concentrated in ETFs with strong bullish momentum signals, including QQQ.O and SPY.P which exhibit high MACD histogram values and RSI above 70 indicating strong upward trends, IJK.P with a positive MACD histogram and neutral RSI for momentum continuation, and XLC.P and XLF.P which show positive MACD histograms and high RSI levels, suggesting sector-specific strength.","{'QQQ.O': 0.35, 'SPY.P': 0.25, 'IJK.P': 0.15, 'XLC.P': 0.15, 'XLF.P': 0.1}","{'QQQ.O': 0.35, 'SPY.P': 0.25, 'IJK.P': 0.15, 'XLC.P': 0.15, 'XLF.P': 0.1}"
2019-05-31,"I selected ETFs with strong bullish momentum signals, focusing on positive MACD histograms and RSI levels indicating potential upside. TLT.O shows a strong positive MACD histogram and high RSI, suggesting continued strength. EMB.O and IEF.O have positive MACD histograms and RSI above 50, supporting upward trends. INDA.B and DBA.P exhibit positive MACD histograms with RSI in favorable ranges, indicating potential for gains.","{'TLT.O': 0.35, 'EMB.O': 0.25, 'IEF.O': 0.2, 'INDA.B': 0.1, 'DBA.P': 0.1}","{'TLT.O': 0.35, 'EMB.O': 0.25, 'IEF.O': 0.2, 'INDA.B': 0.1, 'DBA.P': 0.1}"
2019-06-28,"The portfolio is constructed based on strong bullish momentum signals: QQQ.O and SPY.P show high MACD histogram values (1.188 and 0.602) and positive MACD lines, indicating robust upward trends, while IBB.O has a very high MACD histogram (1.012) and neutral RSI for potential growth. GLD.P is included for its strong MACD line (2.795) and high RSI (76.690), suggesting continued momentum, with weights allocated to balance confidence in these top performers.","{'QQQ.O': 0.35, 'SPY.P': 0.25, 'IBB.O': 0.2, 'GLD.P': 0.2}","{'QQQ.O': 0.35, 'SPY.P': 0.25, 'IBB.O': 0.2, 'GLD.P': 0.2}"
2019-07-31,"The portfolio is constructed based on strong bullish momentum signals from MACD histogram and RSI. IJJ.P and IJK.P show the highest MACD histogram values (0.848 and 0.214) and positive RSI levels (63.104 and 61.245), indicating strong upward trends. IJS.P and MDY.P also exhibit positive MACD histograms (0.773 and 0.512) with healthy RSI readings (60.736 and 62.256), supporting continued momentum. SLV.P is included for its high MACD histogram (0.559) and RSI (71.826), suggesting strong short-term potential despite being slightly overbought.","{'IJJ.P': 0.3, 'IJK.P': 0.25, 'IJS.P': 0.2, 'MDY.P': 0.15, 'SLV.P': 0.1}","{'IJJ.P': 0.3, 'IJK.P': 0.25, 'IJS.P': 0.2, 'MDY.P': 0.15, 'SLV.P': 0.1}"
2019-08-30,"I selected ETFs with strong bullish momentum signals: SLV.P has a high MACD histogram (0.829) and positive MACD line, indicating strong upward trend; TLT.O shows a very high MACD line (6.138) and positive histogram, suggesting robust momentum; XLU.P has a positive MACD histogram (0.236) and RSI in neutral range, supporting continued gains; XLY.P exhibits a large MACD histogram (0.437) and neutral RSI, pointing to short-term strength; and VNQ.P has positive MACD indicators and RSI, indicating steady upward potential. Weights are allocated based on the strength of these signals, with SLV.P and TLT.O receiving higher weights due to their pronounced momentum.","{'SLV.P': 0.25, 'TLT.O': 0.25, 'XLU.P': 0.2, 'XLY.P': 0.15, 'VNQ.P': 0.15}","{'SLV.P': 0.25, 'TLT.O': 0.25, 'XLU.P': 0.2, 'XLY.P': 0.15, 'VNQ.P': 0.15}"
2019-09-30,"I selected ETFs with strong bullish momentum signals, focusing on positive MACD histograms and RSI below 70 to avoid overbought conditions. XLU.P shows a positive MACD histogram and high RSI near 71, indicating strong upward trend; INDA.B has a positive MACD histogram and moderate RSI, suggesting momentum; VOE.P and VTV.P both exhibit positive MACD histograms and RSI in neutral ranges, supporting continued gains; and VCLT.O has a positive MACD histogram and stable RSI, adding diversification with bond exposure.","{'XLU.P': 0.25, 'INDA.B': 0.25, 'VOE.P': 0.2, 'VTV.P': 0.2, 'VCLT.O': 0.1}","{'XLU.P': 0.25, 'INDA.B': 0.25, 'VOE.P': 0.2, 'VTV.P': 0.2, 'VCLT.O': 0.1}"
2019-10-31,"I selected ETFs with strong bullish momentum signals, including positive and rising MACD histograms and RSI values indicating upward trends without overbought conditions. IBB.O and PPH.O show the strongest momentum with high MACD histograms and RSI near 70, while SPY.P and QQQ.O provide broad market exposure with solid trends, and XLV.P adds defensive strength with a high RSI and positive MACD.","{'IBB.O': 0.25, 'PPH.O': 0.25, 'SPY.P': 0.2, 'QQQ.O': 0.2, 'XLV.P': 0.1}","{'IBB.O': 0.25, 'PPH.O': 0.25, 'SPY.P': 0.2, 'QQQ.O': 0.2, 'XLV.P': 0.1}"
2019-11-29,"I selected ETFs with strong bullish momentum signals, including positive MACD histograms and high RSI indicating strong uptrends. IBB.O shows the highest momentum with a large positive MACD histogram and high RSI, while XLV.P and SPY.P also exhibit robust trends. VBK.P and VUG.P were chosen for their positive MACD histograms and high RSI, supporting continued growth potential.","{'IBB.O': 0.3, 'XLV.P': 0.25, 'SPY.P': 0.2, 'VBK.P': 0.15, 'VUG.P': 0.1}","{'IBB.O': 0.3, 'XLV.P': 0.25, 'SPY.P': 0.2, 'VBK.P': 0.15, 'VUG.P': 0.1}"
2019-12-31,"I selected ETFs with strong bullish momentum signals, focusing on positive and expanding MACD histograms and RSI values indicating upward momentum without extreme overbought conditions. QQQ.O and XLK.P show high MACD histogram values and strong trends, while SMH.O and EWZ.P exhibit significant positive momentum and RSI support. IJK.P was chosen for its solid MACD histogram and moderate RSI, balancing the portfolio for diversification.","{'QQQ.O': 0.3, 'XLK.P': 0.25, 'SMH.O': 0.2, 'EWZ.P': 0.15, 'IJK.P': 0.1}","{'QQQ.O': 0.3, 'XLK.P': 0.25, 'SMH.O': 0.2, 'EWZ.P': 0.15, 'IJK.P': 0.1}"
2020-01-31,"The portfolio is constructed by selecting ETFs with strong bullish momentum signals, including positive MACD histogram values indicating accelerating upward trends and RSI levels that are not overbought, such as TLT.O, VCLT.O, and XLU.P, which show robust technical strength for potential short-term gains.","{'TLT.O': 0.35, 'VCLT.O': 0.3, 'XLU.P': 0.2, 'IEF.O': 0.15}","{'TLT.O': 0.35, 'VCLT.O': 0.3, 'XLU.P': 0.2, 'IEF.O': 0.15}"
2020-02-28,"I selected TLT.O and IEF.O due to their strong bullish momentum signals, including positive MACD lines and histograms, and RSI levels below overbought thresholds, indicating potential for continued upward movement. GLD.P was included for its positive MACD and RSI near 70, suggesting sustained strength, while I allocated higher weights to TLT.O and IEF.O based on their superior MACD histogram values and trend consistency.","{'TLT.O': 0.4, 'IEF.O': 0.35, 'GLD.P': 0.25}","{'TLT.O': 0.4, 'IEF.O': 0.35, 'GLD.P': 0.25}"
2020-03-31,"The portfolio is constructed by selecting ETFs with strong bullish momentum signals, including positive MACD histograms indicating upward momentum and RSI values below 70 to avoid overbought conditions. TLT.O shows a high positive MACD line and histogram, suggesting strong trend strength, while IEF.O and IEI.O have positive MACD lines and moderate RSI, supporting stability. GLD.P is included for its positive MACD histogram and neutral RSI, adding diversification.","{'TLT.O': 0.35, 'IEF.O': 0.25, 'IEI.O': 0.2, 'GLD.P': 0.2}","{'TLT.O': 0.35, 'IEF.O': 0.25, 'IEI.O': 0.2, 'GLD.P': 0.2}"
2020-04-30,"The portfolio is concentrated in ETFs with strong bullish momentum signals, including positive and rising MACD histograms and RSI values above 50 but not overbought. IJK.P and MDY.P show the highest momentum with large MACD histogram values, while SPY.P and QQQ.O offer broad market strength, and XRT.P adds diversification with solid technicals.","{'IJK.P': 0.25, 'MDY.P': 0.25, 'SPY.P': 0.2, 'QQQ.O': 0.2, 'XRT.P': 0.1}","{'IJK.P': 0.25, 'MDY.P': 0.25, 'SPY.P': 0.2, 'QQQ.O': 0.2, 'XRT.P': 0.1}"
2020-05-29,"The portfolio is concentrated in ETFs with strong bullish momentum signals, including positive and expanding MACD histograms and RSI values in the 60-70 range indicating sustained upward trends without overbought conditions. IJK.P and MDY.P show the highest MACD histogram values (3.275 and 3.511) and solid RSI, while SPY.P and XRT.P exhibit positive trends with MACD histograms of 1.432 and 0.705, and EWG.P adds international diversification with a strong MACD histogram of 0.412 and RSI of 68.023.","{'IJK.P': 0.25, 'MDY.P': 0.25, 'SPY.P': 0.2, 'XRT.P': 0.15, 'EWG.P': 0.15}","{'IJK.P': 0.25, 'MDY.P': 0.25, 'SPY.P': 0.2, 'XRT.P': 0.15, 'EWG.P': 0.15}"
