date,justification,ai_recommendation,final_weights
2018-05-31,"I selected ETFs with the highest momentum and breakout_quality_score values, as these factors indicate strong upward price trends and quality breakouts, which are key for maximizing short-term PnL. VEGI.P and KWEB.P showed exceptional breakout_quality_score and positive momentum, while CQQQ.P and EWH.P had high breakout scores and solid momentum, leading to their inclusion with weights reflecting their relative strength.","{'VEGI.P': 0.35, 'KWEB.P': 0.25, 'CQQQ.P': 0.2, 'EWH.P': 0.15, 'EWA.P': 0.05}","{'VEGI.P': 0.35, 'KWEB.P': 0.25, 'CQQQ.P': 0.2, 'EWH.P': 0.15, 'EWA.P': 0.05}"
2018-06-29,"The portfolio is concentrated on KSA.P and EWA.P due to their strong momentum and breakout_quality_score values, which are the most positive and significant among all ETFs, indicating high potential for short-term gains. KSA.P receives the highest weight for its superior momentum and breakout quality, while EWA.P is included for its positive momentum and high breakout score.","{'KSA.P': 0.7, 'EWA.P': 0.3}","{'KSA.P': 0.7, 'EWA.P': 0.3}"
2018-07-31,"The portfolio is constructed by selecting ETFs with the highest breakout_quality_score and positive momentum, as these factors indicate strong upward potential and trend quality. ICLN.O and INDA.B are given the highest weights due to their exceptional breakout_quality_score and solid momentum, while EWA.P is included for its positive momentum and current holding alignment.","{'ICLN.O': 0.35, 'INDA.B': 0.35, 'EWA.P': 0.15, 'EWT.P': 0.1, 'ACWI.O': 0.05}","{'ICLN.O': 0.35, 'INDA.B': 0.35, 'EWA.P': 0.15, 'EWT.P': 0.1, 'ACWI.O': 0.05}"
2018-08-31,ACWI.O 在所有因子中表现突出，特别是 breakout_quality_score 为 1.656，远高于其他 ETF，表明强劲的突破潜力，而 momentum 和 smart_momentum_adx_r2 均为正值，支持其短期上涨预期；其他 ETF 的因子值普遍较低或为负，因此仅选择 ACWI.O 以最大化信心和潜在回报。,{'ACWI.O': 1.0},{'ACWI.O': 1.0}
2018-09-28,"The portfolio is constructed by selecting ETFs with the highest breakout_quality_score and positive smart_momentum_adx_r2 values, as these factors indicate strong momentum and stability for short-term gains. EWJ.P and EWZ.P show exceptional breakout quality, while ACWI.O and EWT.P offer balanced momentum and stability, leading to their inclusion with weights proportional to their factor strengths.","{'EWJ.P': 0.35, 'EWZ.P': 0.3, 'ACWI.O': 0.2, 'EWT.P': 0.15}","{'EWJ.P': 0.35, 'EWZ.P': 0.3, 'ACWI.O': 0.2, 'EWT.P': 0.15}"
2018-10-31,EWZ.P 在 breakout_quality_score 和 eric_adx_weighted_momentum 上表现突出，显示出强劲的突破潜力和趋势强度，而 VEGI.P 和 EWA.P 在 momentum 和 smart_momentum_adx_r2 上相对较好，提供稳定的上涨信号，因此分配较高权重以最大化收益。,"{'EWZ.P': 0.5, 'VEGI.P': 0.3, 'EWA.P': 0.2}","{'EWZ.P': 0.5, 'VEGI.P': 0.3, 'EWA.P': 0.2}"
2018-11-30,"The portfolio is constructed by selecting ETFs with the highest breakout_quality_score and smart_momentum_adx_r2 values, as these factors indicate strong momentum and stability for short-term gains. INDA.B, EMXC.O, and ICLN.O show the most promising signals, with weights allocated based on their relative factor strengths.","{'INDA.B': 0.4, 'EMXC.O': 0.35, 'ICLN.O': 0.25}","{'INDA.B': 0.4, 'EMXC.O': 0.35, 'ICLN.O': 0.25}"
2018-12-31,"The portfolio is constructed by selecting ETFs with the highest momentum and breakout_quality_score values, as these factors indicate strong recent performance and quality of price breakouts, which are key drivers for short-term PnL maximization. Specifically, KSA.P and INDA.B show positive momentum and high breakout scores, while EWZ.P and EMXC.O have moderate positive signals, leading to their inclusion with weights proportional to their factor strengths.","{'KSA.P': 0.35, 'INDA.B': 0.3, 'EWZ.P': 0.2, 'EMXC.O': 0.15}","{'KSA.P': 0.35, 'INDA.B': 0.3, 'EWZ.P': 0.2, 'EMXC.O': 0.15}"
2019-01-31,"The portfolio is concentrated on EWZ.P and KSA.P due to their strong positive momentum (0.290 and 0.071 respectively), high breakout_quality_score (7.086 and 16.051), and favorable smart_momentum_adx_r2 (0.103 and 0.002), indicating robust upward potential and trend stability for short-term gains.","{'EWZ.P': 0.7, 'KSA.P': 0.3}","{'EWZ.P': 0.7, 'KSA.P': 0.3}"
2019-02-28,"The portfolio is constructed by selecting ETFs with the highest combined positive signals across momentum, breakout_quality_score, eric_adx_weighted_momentum, and smart_momentum_adx_r2 factors, which indicate strong upward potential and trend stability. ICLN.O and EWH.P show exceptional breakout quality and momentum, while EWZ.P and KSA.P have solid momentum and stability scores, leading to their inclusion with weights reflecting confidence in their performance.","{'ICLN.O': 0.35, 'EWH.P': 0.25, 'EWZ.P': 0.2, 'KSA.P': 0.2}","{'ICLN.O': 0.35, 'EWH.P': 0.25, 'EWZ.P': 0.2, 'KSA.P': 0.2}"
2019-03-29,"The portfolio is constructed based on the highest momentum and breakout_quality_score values, which are strong predictors of short-term performance. KSA.P and INDA.B show the most robust positive signals across multiple factors, while ICLN.O and EWZ.P are included for their positive momentum and tail skew, with EWH.P added for diversification despite weaker signals.","{'KSA.P': 0.35, 'INDA.B': 0.25, 'ICLN.O': 0.15, 'EWZ.P': 0.15, 'EWH.P': 0.1}","{'KSA.P': 0.35, 'INDA.B': 0.25, 'ICLN.O': 0.15, 'EWZ.P': 0.15, 'EWH.P': 0.1}"
2019-04-30,"The portfolio is constructed based on high momentum, breakout quality, and smart momentum scores, with KSA.P and ICLN.O showing strong positive signals across multiple factors, while EWH.P and INDA.B are included for diversification despite moderate scores.","{'KSA.P': 0.35, 'ICLN.O': 0.25, 'EWH.P': 0.2, 'INDA.B': 0.2}","{'KSA.P': 0.35, 'ICLN.O': 0.25, 'EWH.P': 0.2, 'INDA.B': 0.2}"
2019-05-31,"The portfolio is concentrated on EWZ.P and INDA.B due to their strong momentum and breakout quality scores, with EWZ.P showing the highest momentum and INDA.B having the best breakout quality score, indicating high short-term upside potential. ICLN.O is included for its positive momentum, while EWH.P is added for its high smart momentum and tail skew, suggesting stability and reversal potential.","{'EWZ.P': 0.45, 'INDA.B': 0.3, 'ICLN.O': 0.15, 'EWH.P': 0.1}","{'EWZ.P': 0.45, 'INDA.B': 0.3, 'ICLN.O': 0.15, 'EWH.P': 0.1}"
2019-06-28,"The portfolio is constructed by selecting ETFs with the highest combined scores in momentum, breakout_quality_score, and smart_momentum_adx_r2, which are key indicators for short-term upside potential. ICLN.O and EWA.P show strong momentum and breakout quality, while VEGI.P has exceptional breakout quality, leading to their inclusion with significant weights.","{'ICLN.O': 0.35, 'EWA.P': 0.3, 'VEGI.P': 0.2, 'EWH.P': 0.1, 'EWZ.P': 0.05}","{'ICLN.O': 0.35, 'EWA.P': 0.3, 'VEGI.P': 0.2, 'EWH.P': 0.1, 'EWZ.P': 0.05}"
2019-07-31,基于因子分析，EWZ.P在momentum、breakout_quality_score和eric_adx_weighted_momentum上表现突出，ICLN.O在momentum和breakout_quality_score上较强，ACWI.O在breakout_quality_score和smart_momentum_adx_r2上稳健，EWT.P在breakout_quality_score和smart_momentum_adx_r2上良好，EWA.P在smart_momentum_adx_r2上最高，这些ETF的综合因子信号最强，支持未来一个月上涨潜力。,"{'EWZ.P': 0.35, 'ICLN.O': 0.25, 'ACWI.O': 0.2, 'EWT.P': 0.1, 'EWA.P': 0.1}","{'EWZ.P': 0.35, 'ICLN.O': 0.25, 'ACWI.O': 0.2, 'EWT.P': 0.1, 'EWA.P': 0.1}"
2019-08-30,ICLN.O 具有最高的 momentum (0.334) 和 breakout_quality_score (3.454)，表明强劲的上涨潜力和突破质量，因此分配最高权重。EWQ.P 和 EWA.P 也显示出较高的 momentum (0.144 和 0.136) 和 positive smart_momentum_adx_r2，支持短期增长。ACWI.O 的 momentum (0.142) 和 positive smart_momentum_adx_r2 提供多样化收益。权重分配基于因子强度，ICLN.O 最强信号获得最大权重。,"{'ICLN.O': 0.45, 'EWQ.P': 0.2, 'EWA.P': 0.2, 'ACWI.O': 0.15}","{'ICLN.O': 0.45, 'EWQ.P': 0.2, 'EWA.P': 0.2, 'ACWI.O': 0.15}"
2019-09-30,"The portfolio is constructed based on strong momentum and breakout quality scores, with EWT.P and EWJ.P showing the highest combined signals, while EWA.P and ACWI.O provide additional diversification and positive momentum.","{'EWT.P': 0.35, 'EWJ.P': 0.3, 'EWA.P': 0.2, 'ACWI.O': 0.15}","{'EWT.P': 0.35, 'EWJ.P': 0.3, 'EWA.P': 0.2, 'ACWI.O': 0.15}"
2019-10-31,"The portfolio is concentrated in EWT.P and EWJ.P due to their strong momentum (0.173 and 0.089 respectively), high breakout_quality_score (8.176 and 4.495), and positive smart_momentum_adx_r2 (0.049 and 0.025), indicating robust short-term growth potential with trend stability.","{'EWT.P': 0.6, 'EWJ.P': 0.4}","{'EWT.P': 0.6, 'EWJ.P': 0.4}"
2019-11-29,"The portfolio is constructed based on strong momentum, breakout quality, and ADX-weighted momentum signals, with EWT.P and EWJ.P showing the highest combined factor scores, while SCZ.O and ACWI.O provide additional diversification and positive momentum.","{'EWT.P': 0.35, 'EWJ.P': 0.3, 'SCZ.O': 0.2, 'ACWI.O': 0.15}","{'EWT.P': 0.35, 'EWJ.P': 0.3, 'SCZ.O': 0.2, 'ACWI.O': 0.15}"
2019-12-31,"The portfolio is constructed based on strong momentum and breakout quality signals, with ICLN.O and EWZ.P showing the highest momentum and breakout scores, while EMXC.O has an exceptional breakout quality score. EWT.P and SCZ.O are included for their solid momentum and breakout metrics, ensuring diversification and high potential for short-term gains.","{'ICLN.O': 0.3, 'EWZ.P': 0.25, 'EMXC.O': 0.2, 'EWT.P': 0.15, 'SCZ.O': 0.1}","{'ICLN.O': 0.3, 'EWZ.P': 0.25, 'EMXC.O': 0.2, 'EWT.P': 0.15, 'SCZ.O': 0.1}"
2020-01-31,ICLN.O 和 EWA.P 表现出最强的综合因子信号，ICLN.O 具有最高的 breakout_quality_score 和 positive momentum，而 EWA.P 有 moderate breakout_quality_score 和 positive momentum，其他 ETF 如 CQQQ.P 和 KWEB.P 虽有 high momentum 但 breakout_quality_score 为 0，因此选择 ICLN.O 和 EWA.P 以最大化短期上涨潜力。,"{'ICLN.O': 0.6, 'EWA.P': 0.4}","{'ICLN.O': 0.6, 'EWA.P': 0.4}"
2020-02-28,"The portfolio is constructed based on the highest momentum and breakout_quality_score values, which are strong indicators of short-term upside potential. CQQQ.P and ICLN.O show the most robust positive signals across multiple factors, while KWEB.P and MCHI.O provide additional diversification with favorable momentum and breakout scores.","{'CQQQ.P': 0.35, 'ICLN.O': 0.3, 'KWEB.P': 0.2, 'MCHI.O': 0.15}","{'CQQQ.P': 0.35, 'ICLN.O': 0.3, 'KWEB.P': 0.2, 'MCHI.O': 0.15}"
2020-03-31,基于因子分析，CQQQ.P、KWEB.P、MCHI.O 和 EWH.P 在所有因子中表现出相对较高的动量、智慧动量和突破质量分，表明它们具有更强的短期上涨潜力；EWH.P 的极端口概率偏度较低，进一步支持其稳定性。因此，这些 ETF 被选中并分配权重以最大化组合收益。,"{'CQQQ.P': 0.3, 'KWEB.P': 0.3, 'MCHI.O': 0.25, 'EWH.P': 0.15}","{'CQQQ.P': 0.3, 'KWEB.P': 0.3, 'MCHI.O': 0.25, 'EWH.P': 0.15}"
2020-04-30,"The portfolio is constructed based on the highest momentum and breakout_quality_score values, which indicate strong upward potential and quality of price breakouts. ICLN.O and KWEB.P are selected for their superior momentum and breakout scores, while CQQQ.P, MCHI.O, and EWH.P are included for their positive momentum and moderate factor strengths, ensuring a diversified yet high-conviction allocation.","{'ICLN.O': 0.25, 'KWEB.P': 0.25, 'CQQQ.P': 0.2, 'MCHI.O': 0.15, 'EWH.P': 0.15}","{'ICLN.O': 0.25, 'KWEB.P': 0.25, 'CQQQ.P': 0.2, 'MCHI.O': 0.15, 'EWH.P': 0.15}"
2020-05-29,基于因子分析，ICLN.O在所有正向因子中表现最佳，其breakout_quality_score(1.627)、eric_adx_weighted_momentum(0.015)和smart_momentum_adx_r2(0.002)均为正值且相对较高，表明强劲的突破潜力和趋势稳定性；同时，CQQQ.P的momentum(0.131)和breakout_quality_score(0.899)也较突出，支持其短期上涨潜力。因此，集中投资于这两支ETF以最大化收益。,"{'ICLN.O': 0.6, 'CQQQ.P': 0.4}","{'ICLN.O': 0.6, 'CQQQ.P': 0.4}"
2020-06-30,"The portfolio is concentrated in KWEB.P and CQQQ.P due to their strong momentum, breakout quality, and ADX-weighted momentum scores, which indicate high short-term upside potential. KWEB.P receives the highest weight for its superior factor values across multiple metrics, while CQQQ.P is included for its solid momentum and breakout quality.","{'KWEB.P': 0.6, 'CQQQ.P': 0.4}","{'KWEB.P': 0.6, 'CQQQ.P': 0.4}"
2020-07-31,"The portfolio is constructed based on the highest momentum, breakout_quality_score, and smart_momentum_adx_r2 values, which indicate strong upward potential and trend stability. ICLN.O and EWT.P show the best overall factor performance, while CQQQ.P and KWEB.P are included for their high momentum and breakout scores, with weights reflecting confidence in their continued strength.","{'ICLN.O': 0.35, 'EWT.P': 0.3, 'CQQQ.P': 0.2, 'KWEB.P': 0.15}","{'ICLN.O': 0.35, 'EWT.P': 0.3, 'CQQQ.P': 0.2, 'KWEB.P': 0.15}"
2020-08-31,"ICLN.O exhibits exceptionally strong momentum, breakout quality, and smart momentum factors, indicating high short-term upside potential. KWEB.P and CQQQ.P also show robust momentum and quality scores, supporting their inclusion with moderate weights. EWT.P is excluded due to negative breakout quality and ADX-weighted momentum, while other ETFs lack sufficient positive signals.","{'ICLN.O': 0.5, 'KWEB.P': 0.25, 'CQQQ.P': 0.25}","{'ICLN.O': 0.5, 'KWEB.P': 0.25, 'CQQQ.P': 0.25}"
2020-09-30,ICLN.O 在所有因子中表现突出，特别是 momentum (0.467)、breakout_quality_score (6.518)、smart_momentum_adx_r2 (0.288) 和 eric_adx_weighted_momentum (0.018)，表明其具有强劲的上涨潜力和稳定性；EWG.P 和 KSA.P 也显示出积极的因子值，如 breakout_quality_score 和 smart_momentum_adx_r2，支持其纳入组合以分散风险。,"{'ICLN.O': 0.6, 'EWG.P': 0.25, 'KSA.P': 0.15}","{'ICLN.O': 0.6, 'EWG.P': 0.25, 'KSA.P': 0.15}"
2020-10-30,"The portfolio is concentrated on ICLN.O due to its exceptionally high breakout_quality_score (9.448) and smart_momentum_adx_r2 (0.566), indicating strong momentum and stability, with additional exposure to KWEB.P and MCHI.O for their solid momentum and breakout scores, while avoiding assets with negative momentum or weak signals.","{'ICLN.O': 0.6, 'KWEB.P': 0.25, 'MCHI.O': 0.15}","{'ICLN.O': 0.6, 'KWEB.P': 0.25, 'MCHI.O': 0.15}"
2020-11-30,"ICLN.O exhibits exceptionally strong momentum, breakout quality, and smart momentum, indicating high short-term upside potential. EWY.P and EWT.P also show robust momentum and breakout scores, supporting their inclusion. IEMG.P and EMXC.O are selected for their solid breakout quality and momentum, providing diversification.","{'ICLN.O': 0.4, 'EWY.P': 0.25, 'EWT.P': 0.15, 'IEMG.P': 0.1, 'EMXC.O': 0.1}","{'ICLN.O': 0.4, 'EWY.P': 0.25, 'EWT.P': 0.15, 'IEMG.P': 0.1, 'EMXC.O': 0.1}"
2020-12-31,ICLN.O 和 EMXC.O 在所有因子中表现突出，特别是 momentum、breakout_quality_score 和 smart_momentum_adx_r2 值极高，表明强劲的上涨潜力和稳定性；EWY.P 和 INDA.B 也显示了高动量与突破质量，但 EWY.P 的负 eric_tail_skew 提示风险，因此分配较低权重以平衡组合。,"{'ICLN.O': 0.45, 'EMXC.O': 0.3, 'INDA.B': 0.15, 'EWY.P': 0.1}","{'ICLN.O': 0.45, 'EMXC.O': 0.3, 'INDA.B': 0.15, 'EWY.P': 0.1}"
2021-01-29,"The portfolio is constructed based on high momentum, breakout quality, and smart momentum factors, with ICLN.O showing exceptional momentum and smart momentum, EMXC.O having the highest breakout quality score, and EWY.P and CQQQ.P exhibiting strong momentum and breakout signals; weights are allocated to reflect confidence in these top performers.","{'ICLN.O': 0.35, 'EMXC.O': 0.25, 'EWY.P': 0.2, 'CQQQ.P': 0.2}","{'ICLN.O': 0.35, 'EMXC.O': 0.25, 'EWY.P': 0.2, 'CQQQ.P': 0.2}"
2021-02-26,"The portfolio is constructed by selecting ETFs with the highest combined factor scores, focusing on strong momentum, breakout quality, and ADX-weighted momentum to maximize short-term upside potential. VEGI.P and KSA.P exhibit exceptional breakout_quality_score and positive momentum, while ICLN.O and EWT.P show robust smart_momentum_adx_r2 and momentum, with INDA.B providing diversification and solid factor performance.","{'VEGI.P': 0.35, 'KSA.P': 0.25, 'ICLN.O': 0.2, 'EWT.P': 0.15, 'INDA.B': 0.05}","{'VEGI.P': 0.35, 'KSA.P': 0.25, 'ICLN.O': 0.2, 'EWT.P': 0.15, 'INDA.B': 0.05}"
2021-03-31,"The portfolio is constructed by selecting ETFs with the highest momentum and breakout_quality_score, as these factors indicate strong upward price trends and quality of breakouts, which are key for maximizing short-term PnL. ICLN.O and EWY.P have the highest momentum values, while VEGI.P and KSA.P show strong breakout quality and positive momentum, leading to their inclusion with weighted allocations based on confidence in their performance.","{'ICLN.O': 0.3, 'EWY.P': 0.3, 'VEGI.P': 0.2, 'KSA.P': 0.2}","{'ICLN.O': 0.3, 'EWY.P': 0.3, 'VEGI.P': 0.2, 'KSA.P': 0.2}"
2021-04-30,"The portfolio is constructed based on high momentum, breakout quality, and smart momentum scores, with EWT.P and EWQ.P showing the strongest combined signals for short-term upside potential, while KSA.P and EWY.P provide additional diversification with solid momentum and breakout metrics.","{'EWT.P': 0.35, 'EWQ.P': 0.3, 'KSA.P': 0.2, 'EWY.P': 0.15}","{'EWT.P': 0.35, 'EWQ.P': 0.3, 'KSA.P': 0.2, 'EWY.P': 0.15}"
2021-05-28,"The portfolio is constructed based on high momentum, strong breakout quality scores, and positive ADX-weighted momentum signals, with EWQ.P, VGK.P, and INDA.B selected for their superior factor values indicating strong upward potential and trend stability.","{'EWQ.P': 0.4, 'VGK.P': 0.35, 'INDA.B': 0.25}","{'EWQ.P': 0.4, 'VGK.P': 0.35, 'INDA.B': 0.25}"
2021-06-30,"The portfolio is concentrated on EWZ.P and KSA.P due to their strong momentum, high breakout quality scores, and positive ADX-weighted momentum, indicating robust upward trends and high potential for short-term gains. VEGI.P is included for its positive smart momentum and high tail skew, suggesting stability and potential for extreme positive returns.","{'EWZ.P': 0.5, 'KSA.P': 0.3, 'VEGI.P': 0.2}","{'EWZ.P': 0.5, 'KSA.P': 0.3, 'VEGI.P': 0.2}"
2021-07-30,"The portfolio is constructed based on the highest momentum and breakout_quality_score values, which are strong indicators of short-term upward potential. SCZ.O and VGK.P show exceptional momentum and breakout quality, while ACWI.O and EWT.P provide additional diversification with solid momentum signals. EWU.P is included for its balanced factor profile and moderate breakout quality.","{'SCZ.O': 0.3, 'VGK.P': 0.25, 'ACWI.O': 0.2, 'EWT.P': 0.15, 'EWU.P': 0.1}","{'SCZ.O': 0.3, 'VGK.P': 0.25, 'ACWI.O': 0.2, 'EWT.P': 0.15, 'EWU.P': 0.1}"
2021-08-31,"The portfolio is constructed by selecting ETFs with the highest momentum, breakout_quality_score, and smart_momentum_adx_r2 values, which indicate strong upward price trends and quality signals. INDA.B and KSA.P show exceptional scores across these key factors, while ACWI.O, VGK.P, and SCZ.O provide diversified exposure with solid momentum and breakout quality, leading to concentrated weights in the top performers.","{'INDA.B': 0.35, 'KSA.P': 0.3, 'ACWI.O': 0.15, 'VGK.P': 0.1, 'SCZ.O': 0.1}","{'INDA.B': 0.35, 'KSA.P': 0.3, 'ACWI.O': 0.15, 'VGK.P': 0.1, 'SCZ.O': 0.1}"
2021-09-30,"The portfolio is constructed based on strong momentum and breakout quality signals, with EWJ.P and INDA.B showing the highest breakout_quality_score and positive momentum, while KSA.P and VEGI.P exhibit robust momentum and stability. These selections aim to maximize short-term returns by focusing on assets with the most favorable factor profiles.","{'EWJ.P': 0.35, 'INDA.B': 0.25, 'KSA.P': 0.2, 'VEGI.P': 0.2}","{'EWJ.P': 0.35, 'INDA.B': 0.25, 'KSA.P': 0.2, 'VEGI.P': 0.2}"
2021-10-29,"The portfolio is constructed based on the highest momentum, breakout_quality_score, and smart_momentum_adx_r2 values, which indicate strong upward potential and stability. ICLN.O and EWA.P show exceptional breakout quality and momentum, while KSA.P and EWU.P have solid momentum and quality scores, and ACWI.O provides broad market exposure with positive factors.","{'ICLN.O': 0.25, 'EWA.P': 0.25, 'KSA.P': 0.2, 'EWU.P': 0.15, 'ACWI.O': 0.15}","{'ICLN.O': 0.25, 'EWA.P': 0.25, 'KSA.P': 0.2, 'EWU.P': 0.15, 'ACWI.O': 0.15}"
2021-11-30,"The portfolio is concentrated on EWT.P due to its exceptionally high breakout_quality_score of 2.431, which significantly outperforms all other ETFs and indicates strong momentum with market participation and stability, while other factors like momentum and smart_momentum_adx_r2 are neutral or positive, supporting high short-term upside potential.",{'EWT.P': 1.0},{'EWT.P': 1.0}
2021-12-31,基于动量、突破质量分和ADX加权动量等正向因子，选择表现最强的ETF：EWU.P（最高突破质量分9.117和正动量0.049）、EWT.P（高突破质量分8.316和正动量0.074）、VGK.P（高突破质量分7.920和正动量0.049）、VXUS.O（高突破质量分5.346和正动量0.008）和INDA.B（高动量0.174和正突破质量分3.736），权重分配反映其因子强度以最大化未来一个月收益。,"{'EWU.P': 0.25, 'EWT.P': 0.25, 'VGK.P': 0.2, 'VXUS.O': 0.15, 'INDA.B': 0.15}","{'EWU.P': 0.25, 'EWT.P': 0.25, 'VGK.P': 0.2, 'VXUS.O': 0.15, 'INDA.B': 0.15}"
2022-01-31,"The portfolio is concentrated on KSA.P due to its exceptionally high momentum, breakout_quality_score, and positive eric_adx_weighted_momentum, indicating strong upward potential, while other ETFs show weak or negative signals across most factors.",{'KSA.P': 1.0},{'KSA.P': 1.0}
2022-02-28,"I selected ETFs with strong positive momentum and breakout quality scores, focusing on VEGI.P for its high breakout_quality_score and positive momentum, EWA.P for its strong breakout_quality_score, and EWZ.P for its high breakout_quality_score and positive eric_adx_weighted_momentum. Weights are allocated based on the strength of these factors to maximize potential returns.","{'VEGI.P': 0.4, 'EWA.P': 0.35, 'EWZ.P': 0.25}","{'VEGI.P': 0.4, 'EWA.P': 0.35, 'EWZ.P': 0.25}"
2022-03-31,"The portfolio is concentrated on VEGI.P and EWZ.P due to their exceptionally high breakout_quality_score (31.059 and 8.253 respectively), strong positive momentum (0.232 and 0.085), and favorable smart_momentum_adx_r2 values (0.116 and 0.095), indicating robust upward potential and trend stability for maximizing short-term PnL.","{'VEGI.P': 0.6, 'EWZ.P': 0.4}","{'VEGI.P': 0.6, 'EWZ.P': 0.4}"
